nct_id,adverse_event,severity,frequency,serious,drug,target
NCT00000281,Colitis,Life-threatening,6,True,Pembrolizumab,PD-1
NCT00000281,Thyroiditis,Mild,5,True,Pembrolizumab,PD-1
NCT00000281,Rash,Life-threatening,16,False,Pembrolizumab,PD-1
NCT00000282,Infection,Mild,16,True,Adalimumab,TNF-alpha
NCT00000282,Pneumonia,Moderate,24,False,Adalimumab,TNF-alpha
NCT00000282,Tuberculosis,Mild,12,True,Adalimumab,TNF-alpha
NCT00000283,Bleeding,Moderate,65,True,Bevacizumab,VEGF
NCT00000283,Proteinuria,Mild,13,True,Bevacizumab,VEGF
NCT00000283,Thromboembolism,Moderate,92,True,Bevacizumab,VEGF
NCT00000283,Hypertension,Severe,22,True,Bevacizumab,VEGF
NCT00000284,Infection,Moderate,57,True,Tocilizumab,IL-6
NCT00000284,Tuberculosis,Moderate,46,False,Tocilizumab,IL-6
NCT00000284,Pneumonia,Life-threatening,28,True,Tocilizumab,IL-6
NCT00000284,Sepsis,Life-threatening,15,False,Tocilizumab,IL-6
NCT00000285,Dry skin,Life-threatening,98,False,Cetuximab,EGFR
NCT00000285,Rash,Severe,72,True,Cetuximab,EGFR
NCT00000285,Pruritus,Mild,42,False,Cetuximab,EGFR
NCT00000286,Thyroiditis,Severe,88,False,Ipilimumab,CTLA-4
NCT00000286,Hepatitis,Moderate,71,False,Ipilimumab,CTLA-4
NCT00000286,Pneumonitis,Severe,55,True,Ipilimumab,CTLA-4
NCT00000287,Tuberculosis,Moderate,2,False,Tocilizumab,IL-6
NCT00000287,Sepsis,Mild,51,False,Tocilizumab,IL-6
NCT00000287,Pneumonia,Mild,16,True,Tocilizumab,IL-6
NCT00000288,Proteinuria,Mild,47,True,Bevacizumab,VEGF
NCT00000288,Bleeding,Severe,26,False,Bevacizumab,VEGF
NCT00000288,Hypertension,Mild,30,False,Bevacizumab,VEGF
NCT00000288,Thromboembolism,Life-threatening,36,False,Bevacizumab,VEGF
NCT00000289,Rash,Severe,19,False,Daratumumab,CD38
NCT00000289,Fever,Mild,16,False,Daratumumab,CD38
NCT00000289,Chills,Life-threatening,64,True,Daratumumab,CD38
NCT00000289,Pruritus,Moderate,4,True,Daratumumab,CD38
NCT00000289,Infusion reaction,Mild,9,False,Daratumumab,CD38
NCT00000290,Infection,Moderate,39,True,Adalimumab,TNF-alpha
NCT00000290,Tuberculosis,Mild,85,False,Adalimumab,TNF-alpha
NCT00000290,Pneumonia,Life-threatening,26,False,Adalimumab,TNF-alpha
NCT00000290,Sepsis,Life-threatening,63,False,Adalimumab,TNF-alpha
NCT00000291,Arrhythmia,Life-threatening,16,False,Trastuzumab,HER2
NCT00000291,Hypertension,Life-threatening,41,False,Trastuzumab,HER2
NCT00000291,Cardiac dysfunction,Life-threatening,59,True,Trastuzumab,HER2
NCT00000291,Heart failure,Mild,23,False,Trastuzumab,HER2
NCT00000292,Chills,Life-threatening,63,True,Rituximab,CD20
NCT00000292,Rash,Life-threatening,85,False,Rituximab,CD20
NCT00000292,Pruritus,Life-threatening,72,True,Rituximab,CD20
NCT00000292,Infusion reaction,Mild,51,False,Rituximab,CD20
NCT00000292,Fever,Life-threatening,76,False,Rituximab,CD20
NCT00000293,Hepatitis,Mild,17,False,Ipilimumab,CTLA-4
NCT00000293,Rash,Severe,95,True,Ipilimumab,CTLA-4
NCT00000293,Pneumonitis,Severe,49,True,Ipilimumab,CTLA-4
NCT00000293,Colitis,Life-threatening,45,False,Ipilimumab,CTLA-4
NCT00000293,Thyroiditis,Life-threatening,45,True,Ipilimumab,CTLA-4
NCT00000294,Pneumonitis,Mild,40,True,Ipilimumab,CTLA-4
NCT00000294,Rash,Severe,22,True,Ipilimumab,CTLA-4
NCT00000294,Colitis,Severe,5,False,Ipilimumab,CTLA-4
NCT00000294,Thyroiditis,Life-threatening,73,False,Ipilimumab,CTLA-4
NCT00000294,Hepatitis,Severe,3,False,Ipilimumab,CTLA-4
NCT00000295,Infection,Severe,74,True,Tocilizumab,IL-6
NCT00000295,Pneumonia,Life-threatening,13,True,Tocilizumab,IL-6
NCT00000295,Sepsis,Severe,64,False,Tocilizumab,IL-6
NCT00000295,Tuberculosis,Moderate,79,False,Tocilizumab,IL-6
NCT00000296,Tuberculosis,Moderate,37,False,Adalimumab,TNF-alpha
NCT00000296,Infection,Mild,39,False,Adalimumab,TNF-alpha
NCT00000296,Pneumonia,Moderate,80,True,Adalimumab,TNF-alpha
NCT00000296,Sepsis,Mild,76,False,Adalimumab,TNF-alpha
NCT00000297,Colitis,Mild,84,False,Pembrolizumab,PD-1
NCT00000297,Thyroiditis,Severe,56,False,Pembrolizumab,PD-1
NCT00000297,Pneumonitis,Moderate,54,False,Pembrolizumab,PD-1
NCT00000297,Rash,Severe,80,False,Pembrolizumab,PD-1
NCT00000297,Hepatitis,Moderate,3,True,Pembrolizumab,PD-1
NCT00000298,Thyroiditis,Life-threatening,73,True,Pembrolizumab,PD-1
NCT00000298,Pneumonitis,Moderate,47,False,Pembrolizumab,PD-1
NCT00000298,Hepatitis,Moderate,31,True,Pembrolizumab,PD-1
NCT00000298,Rash,Severe,56,False,Pembrolizumab,PD-1
NCT00000298,Colitis,Severe,9,True,Pembrolizumab,PD-1
NCT00000299,Hepatitis,Moderate,52,True,Ipilimumab,CTLA-4
NCT00000299,Rash,Mild,20,True,Ipilimumab,CTLA-4
NCT00000299,Thyroiditis,Mild,32,False,Ipilimumab,CTLA-4
NCT00000299,Colitis,Life-threatening,63,False,Ipilimumab,CTLA-4
NCT00000299,Pneumonitis,Life-threatening,83,True,Ipilimumab,CTLA-4
NCT00000300,Pneumonia,Severe,36,True,Adalimumab,TNF-alpha
NCT00000300,Tuberculosis,Mild,93,False,Adalimumab,TNF-alpha
NCT00000300,Infection,Mild,8,True,Adalimumab,TNF-alpha
NCT00000300,Sepsis,Severe,78,False,Adalimumab,TNF-alpha
NCT00000301,Rash,Mild,51,True,Daratumumab,CD38
NCT00000301,Fever,Moderate,15,True,Daratumumab,CD38
NCT00000301,Pruritus,Severe,64,True,Daratumumab,CD38
NCT00000302,Dizziness,Life-threatening,96,True,Blinatumomab,CD19/CD3
NCT00000302,Confusion,Life-threatening,28,True,Blinatumomab,CD19/CD3
NCT00000302,Seizure,Mild,23,True,Blinatumomab,CD19/CD3
NCT00000302,Tremor,Severe,57,False,Blinatumomab,CD19/CD3
NCT00000303,Dizziness,Severe,70,False,Blinatumomab,CD19/CD3
NCT00000303,Confusion,Life-threatening,88,True,Blinatumomab,CD19/CD3
NCT00000303,Seizure,Severe,19,False,Blinatumomab,CD19/CD3
NCT00000303,Tremor,Life-threatening,92,False,Blinatumomab,CD19/CD3
NCT00000303,Headache,Severe,3,True,Blinatumomab,CD19/CD3
NCT00000304,Infusion reaction,Severe,88,True,Daratumumab,CD38
NCT00000304,Chills,Moderate,57,False,Daratumumab,CD38
NCT00000304,Rash,Mild,51,False,Daratumumab,CD38
NCT00000304,Fever,Severe,12,True,Daratumumab,CD38
NCT00000304,Pruritus,Severe,27,True,Daratumumab,CD38
NCT00000305,Fever,Life-threatening,61,False,Rituximab,CD20
NCT00000305,Rash,Severe,92,False,Rituximab,CD20
NCT00000305,Infusion reaction,Mild,21,False,Rituximab,CD20
NCT00000305,Chills,Mild,46,False,Rituximab,CD20
NCT00000305,Pruritus,Severe,59,True,Rituximab,CD20
NCT00000306,Heart failure,Moderate,1,False,Trastuzumab,HER2
NCT00000306,Arrhythmia,Moderate,81,False,Trastuzumab,HER2
NCT00000306,Hypertension,Severe,74,True,Trastuzumab,HER2
NCT00000307,Heart failure,Life-threatening,41,False,Trastuzumab,HER2
NCT00000307,Cardiac dysfunction,Life-threatening,95,True,Trastuzumab,HER2
NCT00000307,Arrhythmia,Severe,23,False,Trastuzumab,HER2
NCT00000308,Pneumonitis,Life-threatening,49,True,Pembrolizumab,PD-1
NCT00000308,Colitis,Mild,3,True,Pembrolizumab,PD-1
NCT00000308,Rash,Mild,60,True,Pembrolizumab,PD-1
NCT00000308,Hepatitis,Severe,90,True,Pembrolizumab,PD-1
NCT00000308,Thyroiditis,Mild,52,False,Pembrolizumab,PD-1
NCT00000309,Pruritus,Moderate,73,True,Cetuximab,EGFR
NCT00000309,Rash,Mild,92,False,Cetuximab,EGFR
NCT00000309,Dry skin,Life-threatening,87,False,Cetuximab,EGFR
NCT00000309,Acneiform rash,Mild,29,True,Cetuximab,EGFR
NCT00000310,Arrhythmia,Moderate,56,True,Trastuzumab,HER2
NCT00000310,Heart failure,Moderate,37,True,Trastuzumab,HER2
NCT00000310,Hypertension,Life-threatening,24,False,Trastuzumab,HER2
NCT00000310,Cardiac dysfunction,Moderate,4,False,Trastuzumab,HER2
NCT00000311,Acneiform rash,Severe,75,False,Cetuximab,EGFR
NCT00000311,Pruritus,Mild,2,False,Cetuximab,EGFR
NCT00000311,Dry skin,Moderate,42,False,Cetuximab,EGFR
NCT00000311,Rash,Moderate,92,False,Cetuximab,EGFR
NCT00000312,Tuberculosis,Mild,72,True,Tocilizumab,IL-6
NCT00000312,Sepsis,Mild,43,True,Tocilizumab,IL-6
NCT00000312,Pneumonia,Life-threatening,46,True,Tocilizumab,IL-6
NCT00000312,Infection,Mild,33,False,Tocilizumab,IL-6
NCT00000313,Hypertension,Mild,75,True,Trastuzumab,HER2
NCT00000313,Arrhythmia,Severe,22,False,Trastuzumab,HER2
NCT00000313,Heart failure,Severe,60,True,Trastuzumab,HER2
NCT00000313,Cardiac dysfunction,Mild,41,False,Trastuzumab,HER2
NCT00000314,Sepsis,Moderate,64,False,Adalimumab,TNF-alpha
NCT00000314,Infection,Severe,56,False,Adalimumab,TNF-alpha
NCT00000314,Pneumonia,Severe,79,False,Adalimumab,TNF-alpha
NCT00000314,Tuberculosis,Severe,56,True,Adalimumab,TNF-alpha
NCT00000315,Hypertension,Moderate,20,True,Trastuzumab,HER2
NCT00000315,Cardiac dysfunction,Moderate,24,True,Trastuzumab,HER2
NCT00000315,Heart failure,Life-threatening,34,True,Trastuzumab,HER2
NCT00000315,Arrhythmia,Life-threatening,56,True,Trastuzumab,HER2
NCT00000316,Cardiac dysfunction,Life-threatening,64,True,Trastuzumab,HER2
NCT00000316,Heart failure,Moderate,16,False,Trastuzumab,HER2
NCT00000316,Arrhythmia,Mild,27,False,Trastuzumab,HER2
NCT00000316,Hypertension,Moderate,22,False,Trastuzumab,HER2
NCT00000317,Rash,Life-threatening,10,True,Pembrolizumab,PD-1
NCT00000317,Pneumonitis,Life-threatening,87,True,Pembrolizumab,PD-1
NCT00000317,Hepatitis,Severe,4,False,Pembrolizumab,PD-1
NCT00000317,Colitis,Mild,51,False,Pembrolizumab,PD-1
NCT00000317,Thyroiditis,Mild,42,True,Pembrolizumab,PD-1
NCT00000318,Cardiac dysfunction,Life-threatening,81,False,Trastuzumab,HER2
NCT00000318,Heart failure,Mild,43,True,Trastuzumab,HER2
NCT00000318,Arrhythmia,Life-threatening,42,True,Trastuzumab,HER2
NCT00000319,Infusion reaction,Mild,71,False,Rituximab,CD20
NCT00000319,Fever,Mild,52,False,Rituximab,CD20
NCT00000319,Chills,Moderate,31,False,Rituximab,CD20
NCT00000319,Pruritus,Mild,3,True,Rituximab,CD20
NCT00000320,Hypertension,Mild,39,False,Trastuzumab,HER2
NCT00000320,Heart failure,Life-threatening,95,False,Trastuzumab,HER2
NCT00000320,Arrhythmia,Moderate,46,True,Trastuzumab,HER2
NCT00000320,Cardiac dysfunction,Severe,66,True,Trastuzumab,HER2
NCT00000321,Proteinuria,Life-threatening,12,False,Bevacizumab,VEGF
NCT00000321,Thromboembolism,Severe,79,True,Bevacizumab,VEGF
NCT00000321,Bleeding,Life-threatening,81,False,Bevacizumab,VEGF
NCT00000321,Hypertension,Mild,6,False,Bevacizumab,VEGF
NCT00000322,Heart failure,Mild,38,False,Trastuzumab,HER2
NCT00000322,Arrhythmia,Life-threatening,11,False,Trastuzumab,HER2
NCT00000322,Cardiac dysfunction,Severe,20,True,Trastuzumab,HER2
NCT00000322,Hypertension,Severe,32,False,Trastuzumab,HER2
NCT00000323,Rash,Mild,66,False,Cetuximab,EGFR
NCT00000323,Pruritus,Life-threatening,13,False,Cetuximab,EGFR
NCT00000323,Dry skin,Severe,46,False,Cetuximab,EGFR
NCT00000323,Acneiform rash,Mild,99,True,Cetuximab,EGFR
NCT00000324,Rash,Life-threatening,6,True,Rituximab,CD20
NCT00000324,Chills,Life-threatening,91,False,Rituximab,CD20
NCT00000324,Infusion reaction,Severe,76,False,Rituximab,CD20
NCT00000325,Tuberculosis,Moderate,28,True,Tocilizumab,IL-6
NCT00000325,Sepsis,Mild,96,False,Tocilizumab,IL-6
NCT00000325,Pneumonia,Mild,56,True,Tocilizumab,IL-6
NCT00000325,Infection,Mild,51,True,Tocilizumab,IL-6
NCT00000326,Pneumonitis,Life-threatening,85,False,Pembrolizumab,PD-1
NCT00000326,Thyroiditis,Severe,80,False,Pembrolizumab,PD-1
NCT00000326,Rash,Life-threatening,39,True,Pembrolizumab,PD-1
NCT00000327,Chills,Mild,90,True,Rituximab,CD20
NCT00000327,Infusion reaction,Mild,27,False,Rituximab,CD20
NCT00000327,Rash,Moderate,84,True,Rituximab,CD20
NCT00000327,Fever,Life-threatening,81,True,Rituximab,CD20
NCT00000328,Pruritus,Life-threatening,55,True,Cetuximab,EGFR
NCT00000328,Acneiform rash,Mild,22,True,Cetuximab,EGFR
NCT00000328,Rash,Life-threatening,63,False,Cetuximab,EGFR
NCT00000329,Thyroiditis,Severe,73,False,Pembrolizumab,PD-1
NCT00000329,Pneumonitis,Mild,43,True,Pembrolizumab,PD-1
NCT00000329,Colitis,Mild,81,False,Pembrolizumab,PD-1
NCT00000330,Thyroiditis,Life-threatening,66,False,Ipilimumab,CTLA-4
NCT00000330,Hepatitis,Moderate,92,True,Ipilimumab,CTLA-4
NCT00000330,Colitis,Mild,55,False,Ipilimumab,CTLA-4
NCT00000330,Pneumonitis,Mild,35,False,Ipilimumab,CTLA-4
NCT00000330,Rash,Life-threatening,15,False,Ipilimumab,CTLA-4
NCT00000331,Hepatitis,Moderate,37,True,Pembrolizumab,PD-1
NCT00000331,Thyroiditis,Life-threatening,45,False,Pembrolizumab,PD-1
NCT00000331,Rash,Moderate,65,True,Pembrolizumab,PD-1
NCT00000331,Pneumonitis,Severe,78,False,Pembrolizumab,PD-1
NCT00000331,Colitis,Moderate,38,False,Pembrolizumab,PD-1
NCT00000332,Arrhythmia,Severe,89,True,Trastuzumab,HER2
NCT00000332,Heart failure,Life-threatening,17,True,Trastuzumab,HER2
NCT00000332,Cardiac dysfunction,Moderate,21,False,Trastuzumab,HER2
NCT00000332,Hypertension,Mild,54,False,Trastuzumab,HER2
NCT00000333,Seizure,Severe,34,False,Blinatumomab,CD19/CD3
NCT00000333,Dizziness,Moderate,23,True,Blinatumomab,CD19/CD3
NCT00000333,Tremor,Mild,44,False,Blinatumomab,CD19/CD3
NCT00000333,Confusion,Mild,80,True,Blinatumomab,CD19/CD3
NCT00000333,Headache,Mild,72,True,Blinatumomab,CD19/CD3
NCT00000334,Bleeding,Severe,20,True,Bevacizumab,VEGF
NCT00000334,Thromboembolism,Mild,57,False,Bevacizumab,VEGF
NCT00000334,Proteinuria,Mild,14,True,Bevacizumab,VEGF
NCT00000334,Hypertension,Mild,65,True,Bevacizumab,VEGF
NCT00000335,Cardiac dysfunction,Severe,91,False,Trastuzumab,HER2
NCT00000335,Hypertension,Life-threatening,94,True,Trastuzumab,HER2
NCT00000335,Heart failure,Moderate,83,False,Trastuzumab,HER2
NCT00000335,Arrhythmia,Severe,18,True,Trastuzumab,HER2
NCT00000336,Rash,Life-threatening,44,False,Daratumumab,CD38
NCT00000336,Pruritus,Moderate,11,False,Daratumumab,CD38
NCT00000336,Infusion reaction,Severe,92,False,Daratumumab,CD38
NCT00000336,Fever,Severe,81,True,Daratumumab,CD38
NCT00000337,Dry skin,Life-threatening,53,False,Cetuximab,EGFR
NCT00000337,Rash,Severe,4,False,Cetuximab,EGFR
NCT00000337,Pruritus,Moderate,99,True,Cetuximab,EGFR
NCT00000337,Acneiform rash,Mild,11,False,Cetuximab,EGFR
NCT00000338,Tuberculosis,Life-threatening,98,True,Adalimumab,TNF-alpha
NCT00000338,Infection,Moderate,74,True,Adalimumab,TNF-alpha
NCT00000338,Pneumonia,Severe,54,False,Adalimumab,TNF-alpha
NCT00000338,Sepsis,Severe,93,False,Adalimumab,TNF-alpha
NCT00000339,Infection,Life-threatening,83,True,Adalimumab,TNF-alpha
NCT00000339,Pneumonia,Life-threatening,90,False,Adalimumab,TNF-alpha
NCT00000339,Tuberculosis,Life-threatening,100,True,Adalimumab,TNF-alpha
NCT00000339,Sepsis,Severe,11,True,Adalimumab,TNF-alpha
NCT00000340,Fever,Moderate,12,False,Rituximab,CD20
NCT00000340,Rash,Severe,97,True,Rituximab,CD20
NCT00000340,Pruritus,Mild,4,False,Rituximab,CD20
NCT00000340,Infusion reaction,Moderate,100,False,Rituximab,CD20
NCT00000340,Chills,Life-threatening,65,True,Rituximab,CD20
NCT00000341,Colitis,Mild,97,True,Pembrolizumab,PD-1
NCT00000341,Hepatitis,Life-threatening,39,True,Pembrolizumab,PD-1
NCT00000341,Pneumonitis,Life-threatening,44,True,Pembrolizumab,PD-1
NCT00000341,Thyroiditis,Moderate,45,False,Pembrolizumab,PD-1
NCT00000341,Rash,Severe,86,True,Pembrolizumab,PD-1
NCT00000342,Rash,Severe,59,True,Daratumumab,CD38
NCT00000342,Chills,Moderate,92,False,Daratumumab,CD38
NCT00000342,Infusion reaction,Life-threatening,11,True,Daratumumab,CD38
NCT00000342,Pruritus,Mild,55,True,Daratumumab,CD38
NCT00000342,Fever,Life-threatening,28,False,Daratumumab,CD38
NCT00000343,Fever,Life-threatening,34,False,Rituximab,CD20
NCT00000343,Rash,Life-threatening,57,False,Rituximab,CD20
NCT00000343,Pruritus,Life-threatening,21,True,Rituximab,CD20
NCT00000344,Heart failure,Mild,89,True,Trastuzumab,HER2
NCT00000344,Hypertension,Life-threatening,61,True,Trastuzumab,HER2
NCT00000344,Arrhythmia,Moderate,72,False,Trastuzumab,HER2
NCT00000344,Cardiac dysfunction,Mild,78,False,Trastuzumab,HER2
NCT00000345,Colitis,Severe,6,True,Ipilimumab,CTLA-4
NCT00000345,Hepatitis,Mild,48,False,Ipilimumab,CTLA-4
NCT00000345,Thyroiditis,Severe,39,False,Ipilimumab,CTLA-4
NCT00000346,Cardiac dysfunction,Mild,40,False,Trastuzumab,HER2
NCT00000346,Hypertension,Moderate,24,False,Trastuzumab,HER2
NCT00000346,Arrhythmia,Mild,16,False,Trastuzumab,HER2
NCT00000346,Heart failure,Mild,6,False,Trastuzumab,HER2
NCT00000347,Rash,Life-threatening,61,True,Pembrolizumab,PD-1
NCT00000347,Hepatitis,Moderate,65,False,Pembrolizumab,PD-1
NCT00000347,Thyroiditis,Life-threatening,86,False,Pembrolizumab,PD-1
NCT00000347,Pneumonitis,Moderate,94,False,Pembrolizumab,PD-1
NCT00000347,Colitis,Mild,80,False,Pembrolizumab,PD-1
NCT00000348,Acneiform rash,Life-threatening,95,False,Cetuximab,EGFR
NCT00000348,Dry skin,Mild,22,True,Cetuximab,EGFR
NCT00000348,Pruritus,Severe,72,True,Cetuximab,EGFR
NCT00000348,Rash,Mild,25,True,Cetuximab,EGFR
NCT00000349,Rash,Moderate,3,False,Ipilimumab,CTLA-4
NCT00000349,Pneumonitis,Moderate,32,False,Ipilimumab,CTLA-4
NCT00000349,Thyroiditis,Mild,69,False,Ipilimumab,CTLA-4
NCT00000349,Colitis,Life-threatening,76,True,Ipilimumab,CTLA-4
NCT00000349,Hepatitis,Life-threatening,3,False,Ipilimumab,CTLA-4
NCT00000350,Acneiform rash,Life-threatening,33,True,Cetuximab,EGFR
NCT00000350,Dry skin,Mild,13,True,Cetuximab,EGFR
NCT00000350,Rash,Severe,19,True,Cetuximab,EGFR
NCT00000350,Pruritus,Severe,99,True,Cetuximab,EGFR
NCT00000351,Sepsis,Severe,24,True,Tocilizumab,IL-6
NCT00000351,Pneumonia,Mild,39,False,Tocilizumab,IL-6
NCT00000351,Infection,Mild,41,True,Tocilizumab,IL-6
NCT00000351,Tuberculosis,Life-threatening,42,False,Tocilizumab,IL-6
NCT00000352,Infusion reaction,Life-threatening,66,False,Daratumumab,CD38
NCT00000352,Pruritus,Mild,35,True,Daratumumab,CD38
NCT00000352,Rash,Severe,60,False,Daratumumab,CD38
NCT00000352,Fever,Mild,62,True,Daratumumab,CD38
NCT00000352,Chills,Life-threatening,82,True,Daratumumab,CD38
NCT00000353,Sepsis,Moderate,98,True,Tocilizumab,IL-6
NCT00000353,Tuberculosis,Severe,73,False,Tocilizumab,IL-6
NCT00000353,Infection,Life-threatening,11,True,Tocilizumab,IL-6
NCT00000354,Hepatitis,Life-threatening,6,True,Pembrolizumab,PD-1
NCT00000354,Pneumonitis,Life-threatening,80,False,Pembrolizumab,PD-1
NCT00000354,Colitis,Moderate,1,True,Pembrolizumab,PD-1
NCT00000354,Thyroiditis,Life-threatening,35,False,Pembrolizumab,PD-1
NCT00000355,Thyroiditis,Mild,21,True,Ipilimumab,CTLA-4
NCT00000355,Hepatitis,Severe,12,False,Ipilimumab,CTLA-4
NCT00000355,Rash,Mild,18,False,Ipilimumab,CTLA-4
NCT00000355,Colitis,Life-threatening,27,False,Ipilimumab,CTLA-4
NCT00000355,Pneumonitis,Severe,82,False,Ipilimumab,CTLA-4
NCT00000356,Thyroiditis,Moderate,59,False,Pembrolizumab,PD-1
NCT00000356,Hepatitis,Mild,89,True,Pembrolizumab,PD-1
NCT00000356,Colitis,Mild,78,False,Pembrolizumab,PD-1
NCT00000356,Pneumonitis,Mild,2,True,Pembrolizumab,PD-1
NCT00000356,Rash,Life-threatening,72,False,Pembrolizumab,PD-1
NCT00000357,Rash,Life-threatening,87,True,Ipilimumab,CTLA-4
NCT00000357,Colitis,Severe,49,False,Ipilimumab,CTLA-4
NCT00000357,Hepatitis,Life-threatening,23,True,Ipilimumab,CTLA-4
NCT00000357,Thyroiditis,Mild,60,False,Ipilimumab,CTLA-4
NCT00000357,Pneumonitis,Moderate,57,True,Ipilimumab,CTLA-4
NCT00000358,Confusion,Moderate,12,False,Blinatumomab,CD19/CD3
NCT00000358,Tremor,Moderate,30,False,Blinatumomab,CD19/CD3
NCT00000358,Headache,Severe,5,False,Blinatumomab,CD19/CD3
NCT00000358,Seizure,Life-threatening,91,True,Blinatumomab,CD19/CD3
NCT00000359,Pneumonia,Mild,36,False,Adalimumab,TNF-alpha
NCT00000359,Sepsis,Moderate,71,True,Adalimumab,TNF-alpha
NCT00000359,Tuberculosis,Moderate,9,True,Adalimumab,TNF-alpha
NCT00000360,Infection,Severe,25,True,Tocilizumab,IL-6
NCT00000360,Tuberculosis,Severe,88,False,Tocilizumab,IL-6
NCT00000360,Pneumonia,Mild,55,True,Tocilizumab,IL-6
NCT00000360,Sepsis,Severe,56,False,Tocilizumab,IL-6
NCT00000361,Confusion,Moderate,7,False,Blinatumomab,CD19/CD3
NCT00000361,Headache,Life-threatening,69,False,Blinatumomab,CD19/CD3
NCT00000361,Seizure,Severe,1,False,Blinatumomab,CD19/CD3
NCT00000361,Tremor,Moderate,43,True,Blinatumomab,CD19/CD3
NCT00000361,Dizziness,Mild,95,True,Blinatumomab,CD19/CD3
NCT00000362,Tuberculosis,Moderate,43,False,Adalimumab,TNF-alpha
NCT00000362,Infection,Mild,81,True,Adalimumab,TNF-alpha
NCT00000362,Sepsis,Mild,62,False,Adalimumab,TNF-alpha
NCT00000362,Pneumonia,Mild,76,False,Adalimumab,TNF-alpha
NCT00000363,Pneumonitis,Mild,43,True,Ipilimumab,CTLA-4
NCT00000363,Colitis,Mild,100,False,Ipilimumab,CTLA-4
NCT00000363,Rash,Mild,81,False,Ipilimumab,CTLA-4
NCT00000363,Thyroiditis,Mild,11,True,Ipilimumab,CTLA-4
NCT00000363,Hepatitis,Mild,49,False,Ipilimumab,CTLA-4
NCT00000364,Confusion,Severe,79,False,Blinatumomab,CD19/CD3
NCT00000364,Seizure,Mild,14,True,Blinatumomab,CD19/CD3
NCT00000364,Dizziness,Mild,38,False,Blinatumomab,CD19/CD3
NCT00000364,Headache,Life-threatening,13,False,Blinatumomab,CD19/CD3
NCT00000364,Tremor,Moderate,77,True,Blinatumomab,CD19/CD3
NCT00000365,Rash,Mild,59,False,Daratumumab,CD38
NCT00000365,Pruritus,Moderate,14,True,Daratumumab,CD38
NCT00000365,Chills,Mild,77,True,Daratumumab,CD38
NCT00000365,Infusion reaction,Moderate,74,True,Daratumumab,CD38
NCT00000365,Fever,Severe,46,False,Daratumumab,CD38
NCT00000366,Dizziness,Mild,8,True,Blinatumomab,CD19/CD3
NCT00000366,Headache,Severe,75,False,Blinatumomab,CD19/CD3
NCT00000366,Confusion,Severe,40,True,Blinatumomab,CD19/CD3
NCT00000366,Tremor,Moderate,61,False,Blinatumomab,CD19/CD3
NCT00000366,Seizure,Severe,38,False,Blinatumomab,CD19/CD3
NCT00000367,Heart failure,Mild,55,False,Trastuzumab,HER2
NCT00000367,Cardiac dysfunction,Moderate,26,True,Trastuzumab,HER2
NCT00000367,Arrhythmia,Mild,44,True,Trastuzumab,HER2
NCT00000368,Headache,Severe,54,False,Blinatumomab,CD19/CD3
NCT00000368,Dizziness,Moderate,14,False,Blinatumomab,CD19/CD3
NCT00000368,Tremor,Mild,64,True,Blinatumomab,CD19/CD3
NCT00000368,Seizure,Mild,82,True,Blinatumomab,CD19/CD3
NCT00000368,Confusion,Moderate,60,True,Blinatumomab,CD19/CD3
NCT00000369,Tuberculosis,Moderate,52,True,Tocilizumab,IL-6
NCT00000369,Sepsis,Mild,47,True,Tocilizumab,IL-6
NCT00000369,Pneumonia,Mild,46,True,Tocilizumab,IL-6
NCT00000369,Infection,Mild,19,False,Tocilizumab,IL-6
NCT00000370,Acneiform rash,Mild,26,True,Cetuximab,EGFR
NCT00000370,Pruritus,Severe,23,True,Cetuximab,EGFR
NCT00000370,Dry skin,Severe,93,True,Cetuximab,EGFR
NCT00000370,Rash,Severe,71,True,Cetuximab,EGFR
NCT00000371,Pneumonia,Mild,3,True,Tocilizumab,IL-6
NCT00000371,Infection,Life-threatening,84,True,Tocilizumab,IL-6
NCT00000371,Sepsis,Severe,27,False,Tocilizumab,IL-6
NCT00000371,Tuberculosis,Life-threatening,31,False,Tocilizumab,IL-6
NCT00000372,Chills,Moderate,17,True,Daratumumab,CD38
NCT00000372,Rash,Moderate,69,False,Daratumumab,CD38
NCT00000372,Fever,Severe,41,False,Daratumumab,CD38
NCT00000372,Infusion reaction,Moderate,6,True,Daratumumab,CD38
NCT00000372,Pruritus,Severe,20,False,Daratumumab,CD38
NCT00000373,Colitis,Moderate,94,True,Ipilimumab,CTLA-4
NCT00000373,Hepatitis,Life-threatening,85,True,Ipilimumab,CTLA-4
NCT00000373,Rash,Moderate,66,False,Ipilimumab,CTLA-4
NCT00000373,Pneumonitis,Severe,64,False,Ipilimumab,CTLA-4
NCT00000374,Hepatitis,Life-threatening,61,False,Ipilimumab,CTLA-4
NCT00000374,Rash,Life-threatening,82,True,Ipilimumab,CTLA-4
NCT00000374,Thyroiditis,Moderate,29,True,Ipilimumab,CTLA-4
NCT00000374,Pneumonitis,Life-threatening,31,False,Ipilimumab,CTLA-4
NCT00000375,Sepsis,Severe,33,True,Adalimumab,TNF-alpha
NCT00000375,Pneumonia,Moderate,97,True,Adalimumab,TNF-alpha
NCT00000375,Tuberculosis,Severe,57,False,Adalimumab,TNF-alpha
NCT00000375,Infection,Moderate,75,True,Adalimumab,TNF-alpha
NCT00000376,Sepsis,Life-threatening,53,False,Adalimumab,TNF-alpha
