nct_id,adverse_event_term,organ_system,serious,frequency_threshold,assessed_participants,affected_participants,events,event_type,antibody_name,antibody_category,indication,phase,enrollment
NCT46325025,Fatigue,General disorders and administration site conditions,No,15%,179,13,20,Treatment Emergent,Tremelimumab,Anti-CTLA-4,Lung Cancer,Phase 4,179
NCT46325025,Fatigue,General disorders and administration site conditions,No,15%,179,1,1,All Causality,Tremelimumab,Anti-CTLA-4,Lung Cancer,Phase 4,179
NCT46325025,Fatigue,General disorders and administration site conditions,No,10%,179,4,6,All Causality,Tremelimumab,Anti-CTLA-4,Lung Cancer,Phase 4,179
NCT46325025,Fatigue,General disorders and administration site conditions,No,10%,179,9,10,All Causality,Tremelimumab,Anti-CTLA-4,Lung Cancer,Phase 4,179
NCT46325025,Fatigue,General disorders and administration site conditions,No,10%,179,16,31,All Causality,Tremelimumab,Anti-CTLA-4,Lung Cancer,Phase 4,179
NCT46325025,Fatigue,General disorders and administration site conditions,No,10%,179,6,12,All Causality,Tremelimumab,Anti-CTLA-4,Lung Cancer,Phase 4,179
NCT46325025,Fatigue,General disorders and administration site conditions,No,10%,179,12,16,Treatment Emergent,Tremelimumab,Anti-CTLA-4,Lung Cancer,Phase 4,179
NCT46325025,Fatigue,General disorders and administration site conditions,No,10%,179,9,15,Treatment Emergent,Tremelimumab,Anti-CTLA-4,Lung Cancer,Phase 4,179
NCT46325025,Fatigue,General disorders and administration site conditions,No,5%,179,1,1,All Causality,Tremelimumab,Anti-CTLA-4,Lung Cancer,Phase 4,179
NCT46325025,Fatigue,General disorders and administration site conditions,No,10%,179,9,13,Treatment Emergent,Tremelimumab,Anti-CTLA-4,Lung Cancer,Phase 4,179
NCT46325025,Fatigue,General disorders and administration site conditions,No,15%,179,5,5,All Causality,Tremelimumab,Anti-CTLA-4,Lung Cancer,Phase 4,179
NCT11007461,Fatigue,General disorders and administration site conditions,No,5%,314,8,9,Treatment Emergent,Adalimumab,Anti-TNF,Rheumatoid Arthritis,Phase 1,314
NCT11007461,Fatigue,General disorders and administration site conditions,No,5%,314,7,13,Treatment Emergent,Adalimumab,Anti-TNF,Rheumatoid Arthritis,Phase 1,314
NCT11007461,Fatigue,General disorders and administration site conditions,No,5%,314,7,14,All Causality,Adalimumab,Anti-TNF,Rheumatoid Arthritis,Phase 1,314
NCT11007461,Fatigue,General disorders and administration site conditions,No,5%,314,11,11,All Causality,Adalimumab,Anti-TNF,Rheumatoid Arthritis,Phase 1,314
NCT11007461,Fatigue,General disorders and administration site conditions,No,5%,314,4,4,All Causality,Adalimumab,Anti-TNF,Rheumatoid Arthritis,Phase 1,314
NCT11007461,Fatigue,General disorders and administration site conditions,No,10%,314,20,33,All Causality,Adalimumab,Anti-TNF,Rheumatoid Arthritis,Phase 1,314
NCT11007461,Fatigue,General disorders and administration site conditions,No,15%,314,9,11,Treatment Emergent,Adalimumab,Anti-TNF,Rheumatoid Arthritis,Phase 1,314
NCT11007461,Fatigue,General disorders and administration site conditions,No,10%,314,3,5,All Causality,Adalimumab,Anti-TNF,Rheumatoid Arthritis,Phase 1,314
NCT11007461,Fatigue,General disorders and administration site conditions,No,5%,314,22,31,All Causality,Adalimumab,Anti-TNF,Rheumatoid Arthritis,Phase 1,314
NCT11007461,Fatigue,General disorders and administration site conditions,No,15%,314,10,20,Treatment Emergent,Adalimumab,Anti-TNF,Rheumatoid Arthritis,Phase 1,314
NCT11007461,Fatigue,General disorders and administration site conditions,No,10%,314,9,9,Treatment Emergent,Adalimumab,Anti-TNF,Rheumatoid Arthritis,Phase 1,314
NCT11007461,Fatigue,General disorders and administration site conditions,No,15%,314,16,22,Treatment Emergent,Adalimumab,Anti-TNF,Rheumatoid Arthritis,Phase 1,314
NCT11007461,Fatigue,General disorders and administration site conditions,No,15%,314,12,23,Treatment Emergent,Adalimumab,Anti-TNF,Rheumatoid Arthritis,Phase 1,314
NCT11007461,Fatigue,General disorders and administration site conditions,No,5%,314,16,24,Treatment Emergent,Adalimumab,Anti-TNF,Rheumatoid Arthritis,Phase 1,314
NCT11007461,Fatigue,General disorders and administration site conditions,No,10%,314,3,5,Treatment Emergent,Adalimumab,Anti-TNF,Rheumatoid Arthritis,Phase 1,314
NCT97748109,Fatigue,General disorders and administration site conditions,No,15%,648,27,41,Treatment Emergent,Adalimumab,Anti-TNF,Rheumatoid Arthritis,Phase 2,648
NCT97748109,Fatigue,General disorders and administration site conditions,No,5%,648,26,51,All Causality,Adalimumab,Anti-TNF,Rheumatoid Arthritis,Phase 2,648
NCT97748109,Fatigue,General disorders and administration site conditions,No,15%,648,10,18,Treatment Emergent,Adalimumab,Anti-TNF,Rheumatoid Arthritis,Phase 2,648
NCT97748109,Fatigue,General disorders and administration site conditions,No,5%,648,28,30,Treatment Emergent,Adalimumab,Anti-TNF,Rheumatoid Arthritis,Phase 2,648
NCT97748109,Fatigue,General disorders and administration site conditions,No,5%,648,19,35,All Causality,Adalimumab,Anti-TNF,Rheumatoid Arthritis,Phase 2,648
NCT97748109,Fatigue,General disorders and administration site conditions,No,10%,648,3,4,Treatment Emergent,Adalimumab,Anti-TNF,Rheumatoid Arthritis,Phase 2,648
NCT97748109,Fatigue,General disorders and administration site conditions,No,5%,648,47,61,All Causality,Adalimumab,Anti-TNF,Rheumatoid Arthritis,Phase 2,648
NCT35573456,Fatigue,General disorders and administration site conditions,No,5%,500,16,19,All Causality,Adalimumab,Anti-TNF,Rheumatoid Arthritis,Phase 2,500
NCT35573456,Fatigue,General disorders and administration site conditions,No,10%,500,26,52,Treatment Emergent,Adalimumab,Anti-TNF,Rheumatoid Arthritis,Phase 2,500
NCT35573456,Fatigue,General disorders and administration site conditions,No,5%,500,26,52,Treatment Emergent,Adalimumab,Anti-TNF,Rheumatoid Arthritis,Phase 2,500
NCT35573456,Fatigue,General disorders and administration site conditions,No,10%,500,41,46,Treatment Emergent,Adalimumab,Anti-TNF,Rheumatoid Arthritis,Phase 2,500
NCT35573456,Fatigue,General disorders and administration site conditions,No,15%,500,43,82,Treatment Emergent,Adalimumab,Anti-TNF,Rheumatoid Arthritis,Phase 2,500
NCT35573456,Fatigue,General disorders and administration site conditions,No,15%,500,48,75,Treatment Emergent,Adalimumab,Anti-TNF,Rheumatoid Arthritis,Phase 2,500
NCT35573456,Fatigue,General disorders and administration site conditions,No,5%,500,6,9,Treatment Emergent,Adalimumab,Anti-TNF,Rheumatoid Arthritis,Phase 2,500
NCT35573456,Fatigue,General disorders and administration site conditions,No,10%,500,49,57,All Causality,Adalimumab,Anti-TNF,Rheumatoid Arthritis,Phase 2,500
NCT35573456,Fatigue,General disorders and administration site conditions,No,15%,500,17,20,Treatment Emergent,Adalimumab,Anti-TNF,Rheumatoid Arthritis,Phase 2,500
NCT35573456,Fatigue,General disorders and administration site conditions,No,15%,500,48,79,All Causality,Adalimumab,Anti-TNF,Rheumatoid Arthritis,Phase 2,500
NCT35573456,Fatigue,General disorders and administration site conditions,No,5%,500,44,68,All Causality,Adalimumab,Anti-TNF,Rheumatoid Arthritis,Phase 2,500
NCT35573456,Fatigue,General disorders and administration site conditions,No,15%,500,48,69,Treatment Emergent,Adalimumab,Anti-TNF,Rheumatoid Arthritis,Phase 2,500
NCT35573456,Fatigue,General disorders and administration site conditions,No,15%,500,4,5,Treatment Emergent,Adalimumab,Anti-TNF,Rheumatoid Arthritis,Phase 2,500
NCT35573456,Fatigue,General disorders and administration site conditions,No,15%,500,11,20,All Causality,Adalimumab,Anti-TNF,Rheumatoid Arthritis,Phase 2,500
NCT43966690,Fatigue,General disorders and administration site conditions,No,10%,649,15,27,Treatment Emergent,Adalimumab,Anti-TNF,Rheumatoid Arthritis,Phase 2,649
NCT43966690,Fatigue,General disorders and administration site conditions,No,15%,649,27,36,Treatment Emergent,Adalimumab,Anti-TNF,Rheumatoid Arthritis,Phase 2,649
NCT43966690,Fatigue,General disorders and administration site conditions,No,15%,649,11,21,Treatment Emergent,Adalimumab,Anti-TNF,Rheumatoid Arthritis,Phase 2,649
NCT43966690,Fatigue,General disorders and administration site conditions,No,15%,649,11,18,All Causality,Adalimumab,Anti-TNF,Rheumatoid Arthritis,Phase 2,649
NCT85933226,Fatigue,General disorders and administration site conditions,No,10%,929,29,50,Treatment Emergent,Adalimumab,Anti-TNF,Rheumatoid Arthritis,Phase 3,929
NCT85933226,Fatigue,General disorders and administration site conditions,No,15%,929,4,5,All Causality,Adalimumab,Anti-TNF,Rheumatoid Arthritis,Phase 3,929
NCT85933226,Fatigue,General disorders and administration site conditions,No,15%,929,36,53,Treatment Emergent,Adalimumab,Anti-TNF,Rheumatoid Arthritis,Phase 3,929
NCT85933226,Fatigue,General disorders and administration site conditions,No,5%,929,27,29,Treatment Emergent,Adalimumab,Anti-TNF,Rheumatoid Arthritis,Phase 3,929
NCT85933226,Fatigue,General disorders and administration site conditions,No,10%,929,28,47,All Causality,Adalimumab,Anti-TNF,Rheumatoid Arthritis,Phase 3,929
NCT85933226,Fatigue,General disorders and administration site conditions,No,5%,929,50,69,Treatment Emergent,Adalimumab,Anti-TNF,Rheumatoid Arthritis,Phase 3,929
NCT85933226,Fatigue,General disorders and administration site conditions,No,5%,929,47,59,Treatment Emergent,Adalimumab,Anti-TNF,Rheumatoid Arthritis,Phase 3,929
NCT85933226,Fatigue,General disorders and administration site conditions,No,15%,929,6,8,Treatment Emergent,Adalimumab,Anti-TNF,Rheumatoid Arthritis,Phase 3,929
NCT85933226,Fatigue,General disorders and administration site conditions,No,5%,929,1,2,All Causality,Adalimumab,Anti-TNF,Rheumatoid Arthritis,Phase 3,929
NCT85933226,Fatigue,General disorders and administration site conditions,No,15%,929,16,24,Treatment Emergent,Adalimumab,Anti-TNF,Rheumatoid Arthritis,Phase 3,929
NCT85933226,Fatigue,General disorders and administration site conditions,No,15%,929,3,5,Treatment Emergent,Adalimumab,Anti-TNF,Rheumatoid Arthritis,Phase 3,929
NCT85933226,Fatigue,General disorders and administration site conditions,No,5%,929,31,33,Treatment Emergent,Adalimumab,Anti-TNF,Rheumatoid Arthritis,Phase 3,929
NCT85933226,Fatigue,General disorders and administration site conditions,No,15%,929,37,45,Treatment Emergent,Adalimumab,Anti-TNF,Rheumatoid Arthritis,Phase 3,929
NCT85933226,Fatigue,General disorders and administration site conditions,No,15%,929,47,49,Treatment Emergent,Adalimumab,Anti-TNF,Rheumatoid Arthritis,Phase 3,929
NCT85933226,Fatigue,General disorders and administration site conditions,No,10%,929,41,76,Treatment Emergent,Adalimumab,Anti-TNF,Rheumatoid Arthritis,Phase 3,929
NCT92756595,Fatigue,General disorders and administration site conditions,No,10%,345,1,2,Treatment Emergent,Adalimumab,Anti-TNF,Rheumatoid Arthritis,Phase 4,345
NCT92756595,Fatigue,General disorders and administration site conditions,No,15%,345,25,45,Treatment Emergent,Adalimumab,Anti-TNF,Rheumatoid Arthritis,Phase 4,345
NCT92756595,Fatigue,General disorders and administration site conditions,No,15%,345,11,20,Treatment Emergent,Adalimumab,Anti-TNF,Rheumatoid Arthritis,Phase 4,345
NCT92756595,Fatigue,General disorders and administration site conditions,No,5%,345,10,11,All Causality,Adalimumab,Anti-TNF,Rheumatoid Arthritis,Phase 4,345
NCT92756595,Fatigue,General disorders and administration site conditions,No,10%,345,11,21,Treatment Emergent,Adalimumab,Anti-TNF,Rheumatoid Arthritis,Phase 4,345
NCT92756595,Fatigue,General disorders and administration site conditions,No,10%,345,13,23,Treatment Emergent,Adalimumab,Anti-TNF,Rheumatoid Arthritis,Phase 4,345
NCT92756595,Fatigue,General disorders and administration site conditions,No,15%,345,2,2,Treatment Emergent,Adalimumab,Anti-TNF,Rheumatoid Arthritis,Phase 4,345
NCT92756595,Fatigue,General disorders and administration site conditions,No,10%,345,12,15,All Causality,Adalimumab,Anti-TNF,Rheumatoid Arthritis,Phase 4,345
NCT92756595,Fatigue,General disorders and administration site conditions,No,15%,345,9,11,All Causality,Adalimumab,Anti-TNF,Rheumatoid Arthritis,Phase 4,345
NCT92756595,Fatigue,General disorders and administration site conditions,No,10%,345,29,33,Treatment Emergent,Adalimumab,Anti-TNF,Rheumatoid Arthritis,Phase 4,345
NCT92756595,Fatigue,General disorders and administration site conditions,No,5%,345,23,41,Treatment Emergent,Adalimumab,Anti-TNF,Rheumatoid Arthritis,Phase 4,345
NCT92756595,Fatigue,General disorders and administration site conditions,No,15%,345,25,27,Treatment Emergent,Adalimumab,Anti-TNF,Rheumatoid Arthritis,Phase 4,345
NCT92756595,Fatigue,General disorders and administration site conditions,No,10%,345,17,33,Treatment Emergent,Adalimumab,Anti-TNF,Rheumatoid Arthritis,Phase 4,345
NCT92756595,Fatigue,General disorders and administration site conditions,No,5%,345,32,43,Treatment Emergent,Adalimumab,Anti-TNF,Rheumatoid Arthritis,Phase 4,345
NCT92756595,Fatigue,General disorders and administration site conditions,No,15%,345,18,22,Treatment Emergent,Adalimumab,Anti-TNF,Rheumatoid Arthritis,Phase 4,345
NCT99489167,Fatigue,General disorders and administration site conditions,No,10%,734,35,57,All Causality,Adalimumab,Anti-TNF,Rheumatoid Arthritis,Phase 4,734
NCT99489167,Fatigue,General disorders and administration site conditions,No,15%,734,8,9,All Causality,Adalimumab,Anti-TNF,Rheumatoid Arthritis,Phase 4,734
NCT99489167,Fatigue,General disorders and administration site conditions,No,15%,734,3,6,Treatment Emergent,Adalimumab,Anti-TNF,Rheumatoid Arthritis,Phase 4,734
NCT99489167,Fatigue,General disorders and administration site conditions,No,5%,734,21,29,All Causality,Adalimumab,Anti-TNF,Rheumatoid Arthritis,Phase 4,734
NCT99489167,Fatigue,General disorders and administration site conditions,No,10%,734,13,23,All Causality,Adalimumab,Anti-TNF,Rheumatoid Arthritis,Phase 4,734
NCT99489167,Fatigue,General disorders and administration site conditions,No,5%,734,40,78,Treatment Emergent,Adalimumab,Anti-TNF,Rheumatoid Arthritis,Phase 4,734
NCT99489167,Fatigue,General disorders and administration site conditions,No,15%,734,24,35,Treatment Emergent,Adalimumab,Anti-TNF,Rheumatoid Arthritis,Phase 4,734
NCT99489167,Fatigue,General disorders and administration site conditions,No,10%,734,17,29,All Causality,Adalimumab,Anti-TNF,Rheumatoid Arthritis,Phase 4,734
NCT99489167,Fatigue,General disorders and administration site conditions,No,5%,734,38,42,Treatment Emergent,Adalimumab,Anti-TNF,Rheumatoid Arthritis,Phase 4,734
NCT99489167,Fatigue,General disorders and administration site conditions,No,15%,734,6,6,Treatment Emergent,Adalimumab,Anti-TNF,Rheumatoid Arthritis,Phase 4,734
NCT99489167,Fatigue,General disorders and administration site conditions,No,15%,734,28,31,Treatment Emergent,Adalimumab,Anti-TNF,Rheumatoid Arthritis,Phase 4,734
NCT99489167,Fatigue,General disorders and administration site conditions,No,5%,734,13,20,All Causality,Adalimumab,Anti-TNF,Rheumatoid Arthritis,Phase 4,734
NCT99489167,Fatigue,General disorders and administration site conditions,No,15%,734,42,49,All Causality,Adalimumab,Anti-TNF,Rheumatoid Arthritis,Phase 4,734
NCT99489167,Fatigue,General disorders and administration site conditions,No,5%,734,12,14,Treatment Emergent,Adalimumab,Anti-TNF,Rheumatoid Arthritis,Phase 4,734
NCT80682174,Fatigue,General disorders and administration site conditions,No,5%,78,7,13,All Causality,Adalimumab,Anti-TNF,Rheumatoid Arthritis,Phase 4,78
NCT80682174,Fatigue,General disorders and administration site conditions,No,15%,78,5,9,All Causality,Adalimumab,Anti-TNF,Rheumatoid Arthritis,Phase 4,78
NCT80682174,Fatigue,General disorders and administration site conditions,No,15%,78,3,4,All Causality,Adalimumab,Anti-TNF,Rheumatoid Arthritis,Phase 4,78
NCT80682174,Fatigue,General disorders and administration site conditions,No,5%,78,4,6,All Causality,Adalimumab,Anti-TNF,Rheumatoid Arthritis,Phase 4,78
NCT80682174,Fatigue,General disorders and administration site conditions,No,10%,78,6,7,All Causality,Adalimumab,Anti-TNF,Rheumatoid Arthritis,Phase 4,78
NCT80682174,Fatigue,General disorders and administration site conditions,No,15%,78,2,3,All Causality,Adalimumab,Anti-TNF,Rheumatoid Arthritis,Phase 4,78
NCT80682174,Fatigue,General disorders and administration site conditions,No,15%,78,5,8,All Causality,Adalimumab,Anti-TNF,Rheumatoid Arthritis,Phase 4,78
NCT80682174,Fatigue,General disorders and administration site conditions,No,15%,78,7,9,All Causality,Adalimumab,Anti-TNF,Rheumatoid Arthritis,Phase 4,78
NCT80682174,Fatigue,General disorders and administration site conditions,No,10%,78,6,11,All Causality,Adalimumab,Anti-TNF,Rheumatoid Arthritis,Phase 4,78
NCT80682174,Fatigue,General disorders and administration site conditions,No,5%,78,5,10,Treatment Emergent,Adalimumab,Anti-TNF,Rheumatoid Arthritis,Phase 4,78
NCT80682174,Fatigue,General disorders and administration site conditions,No,10%,78,1,1,All Causality,Adalimumab,Anti-TNF,Rheumatoid Arthritis,Phase 4,78
NCT80682174,Fatigue,General disorders and administration site conditions,No,5%,78,5,6,Treatment Emergent,Adalimumab,Anti-TNF,Rheumatoid Arthritis,Phase 4,78
NCT24135362,Fatigue,General disorders and administration site conditions,No,15%,511,3,6,Treatment Emergent,Adalimumab,Anti-TNF,Crohn's Disease,Phase 1,511
NCT24135362,Fatigue,General disorders and administration site conditions,No,10%,511,22,40,All Causality,Adalimumab,Anti-TNF,Crohn's Disease,Phase 1,511
NCT24135362,Fatigue,General disorders and administration site conditions,No,15%,511,29,50,All Causality,Adalimumab,Anti-TNF,Crohn's Disease,Phase 1,511
NCT24135362,Fatigue,General disorders and administration site conditions,No,5%,511,15,17,All Causality,Adalimumab,Anti-TNF,Crohn's Disease,Phase 1,511
NCT24135362,Fatigue,General disorders and administration site conditions,No,10%,511,28,35,Treatment Emergent,Adalimumab,Anti-TNF,Crohn's Disease,Phase 1,511
NCT24135362,Fatigue,General disorders and administration site conditions,No,15%,511,37,47,All Causality,Adalimumab,Anti-TNF,Crohn's Disease,Phase 1,511
NCT24135362,Fatigue,General disorders and administration site conditions,No,10%,511,37,58,All Causality,Adalimumab,Anti-TNF,Crohn's Disease,Phase 1,511
NCT24135362,Fatigue,General disorders and administration site conditions,No,5%,511,34,66,All Causality,Adalimumab,Anti-TNF,Crohn's Disease,Phase 1,511
NCT24135362,Fatigue,General disorders and administration site conditions,No,15%,511,21,26,All Causality,Adalimumab,Anti-TNF,Crohn's Disease,Phase 1,511
NCT24135362,Fatigue,General disorders and administration site conditions,No,5%,511,31,45,Treatment Emergent,Adalimumab,Anti-TNF,Crohn's Disease,Phase 1,511
NCT24135362,Fatigue,General disorders and administration site conditions,No,15%,511,24,33,All Causality,Adalimumab,Anti-TNF,Crohn's Disease,Phase 1,511
NCT94038370,Fatigue,General disorders and administration site conditions,No,5%,126,3,6,Treatment Emergent,Adalimumab,Anti-TNF,Crohn's Disease,Phase 1,126
NCT94038370,Fatigue,General disorders and administration site conditions,No,5%,126,3,6,All Causality,Adalimumab,Anti-TNF,Crohn's Disease,Phase 1,126
NCT94038370,Fatigue,General disorders and administration site conditions,No,5%,126,8,11,All Causality,Adalimumab,Anti-TNF,Crohn's Disease,Phase 1,126
NCT94038370,Fatigue,General disorders and administration site conditions,No,10%,126,1,2,All Causality,Adalimumab,Anti-TNF,Crohn's Disease,Phase 1,126
NCT50093936,Fatigue,General disorders and administration site conditions,No,10%,499,10,10,All Causality,Adalimumab,Anti-TNF,Crohn's Disease,Phase 2,499
NCT50093936,Fatigue,General disorders and administration site conditions,No,15%,499,34,35,Treatment Emergent,Adalimumab,Anti-TNF,Crohn's Disease,Phase 2,499
NCT50093936,Fatigue,General disorders and administration site conditions,No,10%,499,34,47,Treatment Emergent,Adalimumab,Anti-TNF,Crohn's Disease,Phase 2,499
NCT50093936,Fatigue,General disorders and administration site conditions,No,10%,499,47,54,Treatment Emergent,Adalimumab,Anti-TNF,Crohn's Disease,Phase 2,499
NCT50093936,Fatigue,General disorders and administration site conditions,No,5%,499,25,43,Treatment Emergent,Adalimumab,Anti-TNF,Crohn's Disease,Phase 2,499
NCT50093936,Fatigue,General disorders and administration site conditions,No,15%,499,27,50,Treatment Emergent,Adalimumab,Anti-TNF,Crohn's Disease,Phase 2,499
NCT50093936,Fatigue,General disorders and administration site conditions,No,5%,499,37,74,All Causality,Adalimumab,Anti-TNF,Crohn's Disease,Phase 2,499
NCT50093936,Fatigue,General disorders and administration site conditions,No,10%,499,10,10,Treatment Emergent,Adalimumab,Anti-TNF,Crohn's Disease,Phase 2,499
NCT50093936,Fatigue,General disorders and administration site conditions,No,10%,499,44,85,Treatment Emergent,Adalimumab,Anti-TNF,Crohn's Disease,Phase 2,499
NCT50093936,Fatigue,General disorders and administration site conditions,No,5%,499,35,37,Treatment Emergent,Adalimumab,Anti-TNF,Crohn's Disease,Phase 2,499
NCT50093936,Fatigue,General disorders and administration site conditions,No,5%,499,36,57,Treatment Emergent,Adalimumab,Anti-TNF,Crohn's Disease,Phase 2,499
NCT50093936,Fatigue,General disorders and administration site conditions,No,5%,499,7,14,All Causality,Adalimumab,Anti-TNF,Crohn's Disease,Phase 2,499
NCT50093936,Fatigue,General disorders and administration site conditions,No,10%,499,8,14,All Causality,Adalimumab,Anti-TNF,Crohn's Disease,Phase 2,499
NCT48837019,Fatigue,General disorders and administration site conditions,No,15%,303,29,44,Treatment Emergent,Adalimumab,Anti-TNF,Crohn's Disease,Phase 2,303
NCT48837019,Fatigue,General disorders and administration site conditions,No,5%,303,22,44,Treatment Emergent,Adalimumab,Anti-TNF,Crohn's Disease,Phase 2,303
NCT48837019,Fatigue,General disorders and administration site conditions,No,10%,303,22,30,All Causality,Adalimumab,Anti-TNF,Crohn's Disease,Phase 2,303
NCT22311693,Fatigue,General disorders and administration site conditions,No,10%,266,7,9,All Causality,Adalimumab,Anti-TNF,Crohn's Disease,Phase 2,266
NCT22311693,Fatigue,General disorders and administration site conditions,No,10%,266,9,13,Treatment Emergent,Adalimumab,Anti-TNF,Crohn's Disease,Phase 2,266
NCT22311693,Fatigue,General disorders and administration site conditions,No,15%,266,21,31,Treatment Emergent,Adalimumab,Anti-TNF,Crohn's Disease,Phase 2,266
NCT22311693,Fatigue,General disorders and administration site conditions,No,10%,266,4,4,All Causality,Adalimumab,Anti-TNF,Crohn's Disease,Phase 2,266
NCT22311693,Fatigue,General disorders and administration site conditions,No,10%,266,20,23,All Causality,Adalimumab,Anti-TNF,Crohn's Disease,Phase 2,266
NCT22311693,Fatigue,General disorders and administration site conditions,No,10%,266,22,44,All Causality,Adalimumab,Anti-TNF,Crohn's Disease,Phase 2,266
NCT22311693,Fatigue,General disorders and administration site conditions,No,5%,266,5,10,All Causality,Adalimumab,Anti-TNF,Crohn's Disease,Phase 2,266
NCT22311693,Fatigue,General disorders and administration site conditions,No,10%,266,25,37,All Causality,Adalimumab,Anti-TNF,Crohn's Disease,Phase 2,266
NCT22311693,Fatigue,General disorders and administration site conditions,No,10%,266,22,44,All Causality,Adalimumab,Anti-TNF,Crohn's Disease,Phase 2,266
NCT22311693,Fatigue,General disorders and administration site conditions,No,5%,266,20,27,All Causality,Adalimumab,Anti-TNF,Crohn's Disease,Phase 2,266
NCT22311693,Fatigue,General disorders and administration site conditions,No,15%,266,5,8,Treatment Emergent,Adalimumab,Anti-TNF,Crohn's Disease,Phase 2,266
NCT22311693,Fatigue,General disorders and administration site conditions,No,5%,266,17,33,All Causality,Adalimumab,Anti-TNF,Crohn's Disease,Phase 2,266
NCT22311693,Fatigue,General disorders and administration site conditions,No,10%,266,1,2,All Causality,Adalimumab,Anti-TNF,Crohn's Disease,Phase 2,266
NCT22311693,Fatigue,General disorders and administration site conditions,No,15%,266,9,16,All Causality,Adalimumab,Anti-TNF,Crohn's Disease,Phase 2,266
NCT22311693,Fatigue,General disorders and administration site conditions,No,10%,266,4,7,Treatment Emergent,Adalimumab,Anti-TNF,Crohn's Disease,Phase 2,266
NCT74981713,Fatigue,General disorders and administration site conditions,No,10%,371,22,33,All Causality,Adalimumab,Anti-TNF,Crohn's Disease,Phase 3,371
NCT74981713,Fatigue,General disorders and administration site conditions,No,5%,371,6,8,All Causality,Adalimumab,Anti-TNF,Crohn's Disease,Phase 3,371
NCT74981713,Fatigue,General disorders and administration site conditions,No,5%,371,35,35,Treatment Emergent,Adalimumab,Anti-TNF,Crohn's Disease,Phase 3,371
NCT74981713,Fatigue,General disorders and administration site conditions,No,5%,371,28,40,All Causality,Adalimumab,Anti-TNF,Crohn's Disease,Phase 3,371
NCT74981713,Fatigue,General disorders and administration site conditions,No,10%,371,33,34,Treatment Emergent,Adalimumab,Anti-TNF,Crohn's Disease,Phase 3,371
NCT74981713,Fatigue,General disorders and administration site conditions,No,15%,371,9,17,All Causality,Adalimumab,Anti-TNF,Crohn's Disease,Phase 3,371
NCT74981713,Fatigue,General disorders and administration site conditions,No,15%,371,33,63,All Causality,Adalimumab,Anti-TNF,Crohn's Disease,Phase 3,371
NCT74981713,Fatigue,General disorders and administration site conditions,No,15%,371,2,2,All Causality,Adalimumab,Anti-TNF,Crohn's Disease,Phase 3,371
NCT74981713,Fatigue,General disorders and administration site conditions,No,5%,371,3,4,Treatment Emergent,Adalimumab,Anti-TNF,Crohn's Disease,Phase 3,371
NCT74981713,Fatigue,General disorders and administration site conditions,No,5%,371,36,72,All Causality,Adalimumab,Anti-TNF,Crohn's Disease,Phase 3,371
NCT74981713,Fatigue,General disorders and administration site conditions,No,15%,371,3,6,All Causality,Adalimumab,Anti-TNF,Crohn's Disease,Phase 3,371
NCT74981713,Fatigue,General disorders and administration site conditions,No,5%,371,33,49,All Causality,Adalimumab,Anti-TNF,Crohn's Disease,Phase 3,371
NCT80758062,Fatigue,General disorders and administration site conditions,No,15%,863,31,34,All Causality,Adalimumab,Anti-TNF,Crohn's Disease,Phase 3,863
NCT80758062,Fatigue,General disorders and administration site conditions,No,5%,863,27,29,All Causality,Adalimumab,Anti-TNF,Crohn's Disease,Phase 3,863
NCT80758062,Fatigue,General disorders and administration site conditions,No,5%,863,10,13,Treatment Emergent,Adalimumab,Anti-TNF,Crohn's Disease,Phase 3,863
NCT80758062,Fatigue,General disorders and administration site conditions,No,10%,863,49,67,Treatment Emergent,Adalimumab,Anti-TNF,Crohn's Disease,Phase 3,863
NCT80758062,Fatigue,General disorders and administration site conditions,No,5%,863,29,34,Treatment Emergent,Adalimumab,Anti-TNF,Crohn's Disease,Phase 3,863
NCT80758062,Fatigue,General disorders and administration site conditions,No,10%,863,17,33,Treatment Emergent,Adalimumab,Anti-TNF,Crohn's Disease,Phase 3,863
NCT80758062,Fatigue,General disorders and administration site conditions,No,5%,863,7,11,All Causality,Adalimumab,Anti-TNF,Crohn's Disease,Phase 3,863
NCT80758062,Fatigue,General disorders and administration site conditions,No,15%,863,18,21,All Causality,Adalimumab,Anti-TNF,Crohn's Disease,Phase 3,863
NCT80758062,Fatigue,General disorders and administration site conditions,No,15%,863,9,17,Treatment Emergent,Adalimumab,Anti-TNF,Crohn's Disease,Phase 3,863
NCT80758062,Fatigue,General disorders and administration site conditions,No,5%,863,46,85,Treatment Emergent,Adalimumab,Anti-TNF,Crohn's Disease,Phase 3,863
NCT80758062,Fatigue,General disorders and administration site conditions,No,10%,863,44,77,All Causality,Adalimumab,Anti-TNF,Crohn's Disease,Phase 3,863
NCT80758062,Fatigue,General disorders and administration site conditions,No,15%,863,27,41,All Causality,Adalimumab,Anti-TNF,Crohn's Disease,Phase 3,863
NCT80758062,Fatigue,General disorders and administration site conditions,No,15%,863,28,29,All Causality,Adalimumab,Anti-TNF,Crohn's Disease,Phase 3,863
NCT80758062,Fatigue,General disorders and administration site conditions,No,5%,863,18,32,All Causality,Adalimumab,Anti-TNF,Crohn's Disease,Phase 3,863
NCT80758062,Fatigue,General disorders and administration site conditions,No,15%,863,9,16,Treatment Emergent,Adalimumab,Anti-TNF,Crohn's Disease,Phase 3,863
