nct_id,antibody_name,antibody_category,indication,phase,enrollment,adverse_event_term,organ_system,serious,severity,assessed_participants,affected_participants,events,fraction_affected_%,is_failed_candidate,failure_reason,dose_mg_m2,duration_days,reversible,manageable,management_strategy,time_to_onset_days,resolution_days
NCT77869059,Tocilizumab,Anti-IL-6,Multiple Sclerosis,Phase 2,260,Anemia,Cardiac disorders,No,Moderate,260,67,67,25.77,No,,4,98,Yes,No,Discontinuation,9,31
NCT39597652,Tocilizumab,Anti-IL-6,Multiple Sclerosis,Phase 2,150,Cardiotoxicity,Respiratory disorders,Yes,Mild,150,19,21,12.67,Yes,Safety concerns,12,212,No,Yes,Dose reduction,13,87
NCT51855456,Tocilizumab,Anti-IL-6,Multiple Myeloma,Phase 1,391,Neutropenia,Gastrointestinal disorders,No,Severe,391,55,59,14.07,Yes,Safety concerns,18,312,No,No,Dose reduction,13,60
NCT98793280,Tocilizumab,Anti-IL-6,Breast Cancer,Phase 4,49,Cardiotoxicity,General disorders,No,Moderate,49,13,17,26.53,No,,7,272,Yes,No,Dose reduction,7,20
NCT36411123,Tocilizumab,Anti-IL-6,Lung Cancer,Phase 3,482,Diarrhea,Blood disorders,No,Severe,482,56,56,11.62,No,,6,234,No,No,Treatment interruption,8,19
NCT13979393,Tocilizumab,Anti-IL-6,Non-Hodgkin Lymphoma,Phase 4,140,Cardiotoxicity,Musculoskeletal disorders,No,Severe,140,38,42,27.14,No,,1,96,No,No,Discontinuation,30,39
NCT29049298,Tocilizumab,Anti-IL-6,Multiple Myeloma,Phase 4,305,Colitis,Cardiac disorders,No,Severe,305,80,84,26.23,No,,17,256,Yes,Yes,Supportive care,4,34
NCT76291644,Tocilizumab,Anti-IL-6,Breast Cancer,Phase 1,310,Cardiotoxicity,Blood disorders,No,Severe,310,79,79,25.48,Yes,Competition,11,215,No,No,Dose reduction,13,58
NCT63680231,Tocilizumab,Anti-IL-6,Melanoma,Phase 2,418,Colitis,Hepatobiliary disorders,No,Moderate,418,23,27,5.5,No,,7,138,No,No,Supportive care,8,58
NCT47288295,Tocilizumab,Anti-IL-6,Rheumatoid Arthritis,Phase 2,229,Thrombocytopenia,Endocrine disorders,No,Severe,229,32,37,13.97,Yes,Lack of efficacy,5,215,Yes,No,Supportive care,10,35
NCT16311343,Tocilizumab,Anti-IL-6,Multiple Myeloma,Phase 4,348,Pneumonitis,Respiratory disorders,Yes,Mild,348,21,24,6.03,No,,7,52,Yes,Yes,Treatment interruption,26,49
NCT28902213,Tocilizumab,Anti-IL-6,Non-Hodgkin Lymphoma,Phase 3,293,Pneumonitis,Skin disorders,No,Moderate,293,71,76,24.23,No,,5,167,Yes,Yes,Dose reduction,28,29
NCT89906681,Tocilizumab,Anti-IL-6,Multiple Myeloma,Phase 2,282,Anemia,Hepatobiliary disorders,No,Moderate,282,64,67,22.7,No,,12,271,Yes,No,Dose reduction,8,70
NCT73666146,Tocilizumab,Anti-IL-6,Breast Cancer,Phase 1,468,Nausea,Respiratory disorders,No,Mild,468,5,6,1.07,No,,16,209,Yes,Yes,Supportive care,13,83
NCT10113025,Tocilizumab,Anti-IL-6,Non-Hodgkin Lymphoma,Phase 2,265,Colitis,Musculoskeletal disorders,No,Severe,265,10,10,3.77,No,,6,309,Yes,No,Supportive care,4,18
NCT37606866,Tocilizumab,Anti-IL-6,Breast Cancer,Phase 2,78,Hypothyroidism,Cardiac disorders,No,Mild,78,14,16,17.95,Yes,Lack of efficacy,12,35,Yes,No,Discontinuation,29,40
NCT20924302,Tocilizumab,Anti-IL-6,Breast Cancer,Phase 3,499,Colitis,General disorders,No,Mild,499,133,134,26.65,No,,1,220,Yes,No,Treatment interruption,24,73
NCT75343777,Tocilizumab,Anti-IL-6,Non-Hodgkin Lymphoma,Phase 2,482,Hypothyroidism,Musculoskeletal disorders,No,Severe,482,9,9,1.87,No,,19,290,Yes,Yes,Treatment interruption,10,18
NCT64891842,Tocilizumab,Anti-IL-6,Colorectal Cancer,Phase 2,280,Cardiotoxicity,Gastrointestinal disorders,No,Severe,280,23,28,8.21,No,,13,32,No,No,Discontinuation,2,8
NCT74186342,Tocilizumab,Anti-IL-6,Rheumatoid Arthritis,Phase 1,129,Infusion-related reaction,Blood disorders,No,Severe,129,15,15,11.63,No,,2,280,No,Yes,Treatment interruption,29,39
NCT27750349,Tocilizumab,Anti-IL-6,Multiple Sclerosis,Phase 3,347,Pneumonitis,Musculoskeletal disorders,No,Mild,347,33,38,9.51,No,,9,185,Yes,No,Dose reduction,4,21
NCT84168577,Tocilizumab,Anti-IL-6,Colorectal Cancer,Phase 2,211,Arthralgia,Endocrine disorders,No,Mild,211,58,59,27.49,No,,5,103,Yes,Yes,Supportive care,22,47
NCT80828375,Tocilizumab,Anti-IL-6,Multiple Sclerosis,Phase 1,331,Hypothyroidism,Musculoskeletal disorders,No,Moderate,331,15,20,4.53,No,,2,247,No,No,Discontinuation,20,56
NCT61878041,Tocilizumab,Anti-IL-6,Lung Cancer,Phase 4,442,Nausea,Hepatobiliary disorders,Yes,Severe,442,53,55,11.99,No,,20,124,Yes,No,Discontinuation,9,53
NCT92992270,Tocilizumab,Anti-IL-6,Breast Cancer,Phase 3,338,Nausea,Respiratory disorders,No,Moderate,338,101,104,29.88,No,,8,343,Yes,No,Dose reduction,26,43
NCT54717171,Tocilizumab,Anti-IL-6,Rheumatoid Arthritis,Phase 4,500,Infusion-related reaction,Cardiac disorders,No,Severe,500,2,4,0.4,No,,19,249,No,Yes,Discontinuation,13,64
NCT15830524,Tocilizumab,Anti-IL-6,Colorectal Cancer,Phase 2,166,Cardiotoxicity,Cardiac disorders,No,Mild,166,22,24,13.25,No,,7,216,Yes,Yes,Treatment interruption,15,24
NCT14408379,Tocilizumab,Anti-IL-6,Non-Hodgkin Lymphoma,Phase 1,87,Fatigue,Endocrine disorders,No,Mild,87,24,25,27.59,No,,7,306,No,No,Dose reduction,17,86
NCT20836094,Tocilizumab,Anti-IL-6,Non-Hodgkin Lymphoma,Phase 4,131,Rash,General disorders,Yes,Moderate,131,3,7,2.29,No,,6,52,Yes,Yes,Treatment interruption,28,1
NCT98086940,Tocilizumab,Anti-IL-6,Colorectal Cancer,Phase 4,313,Neutropenia,Musculoskeletal disorders,No,Mild,313,14,16,4.47,No,,9,218,No,No,Discontinuation,5,85
NCT32933023,Tocilizumab,Anti-IL-6,Multiple Myeloma,Phase 2,170,Pneumonitis,Hepatobiliary disorders,No,Moderate,170,39,43,22.94,No,,8,213,No,Yes,Treatment interruption,12,71
NCT15703466,Tocilizumab,Anti-IL-6,Lung Cancer,Phase 2,466,Infusion-related reaction,Gastrointestinal disorders,No,Moderate,466,64,64,13.73,Yes,Safety concerns,14,316,Yes,No,Dose reduction,3,61
NCT30426851,Tocilizumab,Anti-IL-6,Breast Cancer,Phase 3,329,Arthralgia,General disorders,No,Severe,329,63,68,19.15,Yes,Safety concerns,7,162,Yes,Yes,Discontinuation,10,43
NCT38613075,Tocilizumab,Anti-IL-6,Rheumatoid Arthritis,Phase 4,338,Thrombocytopenia,Musculoskeletal disorders,Yes,Severe,338,70,72,20.71,No,,4,337,Yes,No,Discontinuation,17,39
NCT23081719,Tocilizumab,Anti-IL-6,Lung Cancer,Phase 3,348,Cardiotoxicity,Endocrine disorders,No,Severe,348,103,107,29.6,Yes,Lack of efficacy,18,247,No,No,Dose reduction,8,53
NCT41748920,Tocilizumab,Anti-IL-6,Breast Cancer,Phase 4,72,Hepatotoxicity,Blood disorders,No,Mild,72,7,11,9.72,No,,7,164,No,No,Dose reduction,28,84
NCT25726911,Tocilizumab,Anti-IL-6,Colorectal Cancer,Phase 2,454,Thrombocytopenia,Cardiac disorders,Yes,Severe,454,1,3,0.22,Yes,Competition,4,46,No,No,Discontinuation,16,6
NCT92158805,Tocilizumab,Anti-IL-6,Rheumatoid Arthritis,Phase 3,61,Nausea,Respiratory disorders,No,Moderate,61,6,11,9.84,No,,8,248,Yes,Yes,Supportive care,9,65
NCT85548926,Tocilizumab,Anti-IL-6,Colorectal Cancer,Phase 3,179,Fatigue,Musculoskeletal disorders,No,Mild,179,30,32,16.76,No,,19,72,Yes,Yes,Dose reduction,18,79
NCT97960520,Tocilizumab,Anti-IL-6,Breast Cancer,Phase 3,361,Cardiotoxicity,Skin disorders,No,Severe,361,87,91,24.1,No,,5,223,Yes,Yes,Dose reduction,1,11
NCT20796099,Tocilizumab,Anti-IL-6,Rheumatoid Arthritis,Phase 1,160,Anemia,Skin disorders,No,Mild,160,41,42,25.62,No,,10,223,Yes,No,Dose reduction,1,43
NCT68905525,Tocilizumab,Anti-IL-6,Multiple Sclerosis,Phase 2,394,Colitis,Musculoskeletal disorders,Yes,Severe,394,47,50,11.93,Yes,Safety concerns,10,321,Yes,No,Supportive care,5,77
NCT96982421,Tocilizumab,Anti-IL-6,Lung Cancer,Phase 3,115,Rash,Respiratory disorders,Yes,Mild,115,32,37,27.83,No,,2,301,No,Yes,Treatment interruption,15,41
NCT10229493,Tocilizumab,Anti-IL-6,Melanoma,Phase 2,443,Rash,Respiratory disorders,No,Moderate,443,82,85,18.51,No,,3,198,Yes,Yes,Treatment interruption,11,55
NCT11368996,Tocilizumab,Anti-IL-6,Rheumatoid Arthritis,Phase 1,53,Pneumonitis,Skin disorders,No,Moderate,53,5,9,9.43,No,,16,251,No,No,Discontinuation,8,69
NCT16638140,Tocilizumab,Anti-IL-6,Breast Cancer,Phase 1,358,Hyperthyroidism,Endocrine disorders,No,Mild,358,92,95,25.7,No,,19,166,No,No,Discontinuation,6,46
NCT89608755,Tocilizumab,Anti-IL-6,Multiple Sclerosis,Phase 2,153,Arthralgia,Cardiac disorders,No,Severe,153,32,33,20.92,No,,10,344,No,No,Supportive care,20,3
NCT20254939,Tocilizumab,Anti-IL-6,Lung Cancer,Phase 1,397,Colitis,General disorders,Yes,Moderate,397,43,44,10.83,Yes,Competition,19,201,No,Yes,Dose reduction,2,21
NCT46752813,Tocilizumab,Anti-IL-6,Multiple Myeloma,Phase 2,27,Pneumonitis,Hepatobiliary disorders,No,Mild,27,3,4,11.11,No,,18,207,No,No,Supportive care,12,59
NCT67669581,Tocilizumab,Anti-IL-6,Multiple Sclerosis,Phase 4,31,Pneumonitis,Blood disorders,No,Mild,31,4,7,12.9,No,,11,166,No,Yes,Treatment interruption,19,45
NCT95152335,Tocilizumab,Anti-IL-6,Rheumatoid Arthritis,Phase 4,298,Rash,Cardiac disorders,No,Mild,298,55,58,18.46,No,,14,83,Yes,No,Discontinuation,3,13
NCT28614854,Tocilizumab,Anti-IL-6,Multiple Sclerosis,Phase 4,373,Anemia,Endocrine disorders,No,Mild,373,48,51,12.87,No,,9,247,Yes,Yes,Treatment interruption,24,50
NCT81703343,Tocilizumab,Anti-IL-6,Multiple Sclerosis,Phase 3,497,Diarrhea,Gastrointestinal disorders,No,Mild,497,95,97,19.11,No,,6,305,Yes,Yes,Discontinuation,19,79
NCT54600166,Tocilizumab,Anti-IL-6,Lung Cancer,Phase 3,268,Pneumonitis,Skin disorders,Yes,Mild,268,40,42,14.93,No,,14,314,Yes,No,Discontinuation,21,30
NCT52988536,Tocilizumab,Anti-IL-6,Multiple Sclerosis,Phase 1,427,Rash,Endocrine disorders,No,Severe,427,96,98,22.48,No,,1,227,Yes,Yes,Supportive care,6,31
NCT36273732,Tocilizumab,Anti-IL-6,Rheumatoid Arthritis,Phase 4,389,Thrombocytopenia,Musculoskeletal disorders,No,Mild,389,23,24,5.91,No,,9,304,Yes,No,Dose reduction,17,66
NCT96750764,Tocilizumab,Anti-IL-6,Rheumatoid Arthritis,Phase 4,120,Fatigue,General disorders,No,Mild,120,28,33,23.33,No,,13,130,No,Yes,Supportive care,29,55
NCT98179891,Tocilizumab,Anti-IL-6,Multiple Sclerosis,Phase 4,131,Colitis,Blood disorders,No,Mild,131,11,14,8.4,No,,16,362,Yes,Yes,Discontinuation,10,51
NCT97530403,Tocilizumab,Anti-IL-6,Colorectal Cancer,Phase 2,193,Thrombocytopenia,Cardiac disorders,No,Moderate,193,53,54,27.46,No,,3,37,No,Yes,Dose reduction,30,61
NCT73776390,Tocilizumab,Anti-IL-6,Melanoma,Phase 1,409,Diarrhea,Respiratory disorders,No,Mild,409,75,79,18.34,No,,4,72,Yes,Yes,Dose reduction,19,5
NCT85665184,Tocilizumab,Anti-IL-6,Melanoma,Phase 1,98,Hypothyroidism,Hepatobiliary disorders,No,Moderate,98,13,13,13.27,No,,19,335,No,No,Dose reduction,9,44
NCT84792735,Tocilizumab,Anti-IL-6,Non-Hodgkin Lymphoma,Phase 4,204,Neutropenia,Hepatobiliary disorders,No,Severe,204,50,53,24.51,Yes,Competition,15,221,No,Yes,Discontinuation,11,8
NCT13573621,Tocilizumab,Anti-IL-6,Multiple Sclerosis,Phase 2,351,Pneumonitis,Hepatobiliary disorders,Yes,Moderate,351,27,31,7.69,No,,18,69,Yes,No,Discontinuation,29,46
NCT55724465,Tocilizumab,Anti-IL-6,Melanoma,Phase 2,97,Fatigue,General disorders,No,Moderate,97,8,12,8.25,No,,2,308,Yes,No,Treatment interruption,1,85
NCT33586371,Tocilizumab,Anti-IL-6,Colorectal Cancer,Phase 2,245,Nausea,Skin disorders,No,Mild,245,56,61,22.86,No,,13,174,Yes,Yes,Discontinuation,13,36
NCT76936337,Tocilizumab,Anti-IL-6,Melanoma,Phase 1,133,Hepatotoxicity,Hepatobiliary disorders,No,Severe,133,5,9,3.76,No,,18,320,No,No,Discontinuation,7,90
NCT21691283,Tocilizumab,Anti-IL-6,Lung Cancer,Phase 2,303,Hypothyroidism,Gastrointestinal disorders,No,Mild,303,39,39,12.87,No,,18,167,No,Yes,Supportive care,5,9
NCT55994580,Tocilizumab,Anti-IL-6,Non-Hodgkin Lymphoma,Phase 1,61,Thrombocytopenia,Musculoskeletal disorders,No,Mild,61,13,13,21.31,No,,20,177,No,No,Supportive care,26,12
NCT46705587,Tocilizumab,Anti-IL-6,Multiple Sclerosis,Phase 3,52,Arthralgia,General disorders,No,Moderate,52,1,4,1.92,No,,11,310,No,No,Supportive care,28,77
NCT46703581,Tocilizumab,Anti-IL-6,Breast Cancer,Phase 3,466,Thrombocytopenia,Cardiac disorders,No,Moderate,466,93,97,19.96,No,,16,153,Yes,Yes,Discontinuation,29,24
NCT90214945,Tocilizumab,Anti-IL-6,Rheumatoid Arthritis,Phase 2,302,Hepatotoxicity,Respiratory disorders,No,Moderate,302,48,49,15.89,No,,3,41,No,No,Treatment interruption,9,58
NCT27223216,Tocilizumab,Anti-IL-6,Colorectal Cancer,Phase 1,204,Neutropenia,Hepatobiliary disorders,No,Severe,204,46,49,22.55,No,,12,81,No,No,Discontinuation,30,57
NCT83032986,Tocilizumab,Anti-IL-6,Rheumatoid Arthritis,Phase 2,20,Thrombocytopenia,Endocrine disorders,No,Moderate,20,3,7,15.0,No,,16,210,Yes,Yes,Treatment interruption,10,81
NCT17735521,Tocilizumab,Anti-IL-6,Melanoma,Phase 4,448,Pneumonitis,General disorders,No,Mild,448,83,88,18.53,No,,6,61,Yes,Yes,Discontinuation,25,80
NCT69018641,Tocilizumab,Anti-IL-6,Lung Cancer,Phase 1,27,Infusion-related reaction,Cardiac disorders,No,Moderate,27,7,11,25.93,No,,2,323,No,Yes,Supportive care,27,48
NCT61440999,Tocilizumab,Anti-IL-6,Multiple Sclerosis,Phase 4,172,Neutropenia,Gastrointestinal disorders,No,Moderate,172,41,42,23.84,No,,4,36,Yes,No,Discontinuation,16,7
NCT16605389,Tocilizumab,Anti-IL-6,Multiple Myeloma,Phase 2,173,Fatigue,Respiratory disorders,No,Severe,173,12,14,6.94,No,,18,210,No,No,Supportive care,28,80
NCT92437821,Tocilizumab,Anti-IL-6,Rheumatoid Arthritis,Phase 4,424,Hyperthyroidism,General disorders,No,Moderate,424,86,91,20.28,No,,18,208,No,Yes,Treatment interruption,27,73
NCT52654571,Tocilizumab,Anti-IL-6,Rheumatoid Arthritis,Phase 1,433,Hyperthyroidism,Cardiac disorders,No,Mild,433,113,117,26.1,No,,10,98,No,No,Supportive care,1,59
NCT55202568,Tocilizumab,Anti-IL-6,Multiple Myeloma,Phase 4,457,Neutropenia,General disorders,Yes,Moderate,457,78,81,17.07,Yes,Lack of efficacy,1,350,No,No,Supportive care,6,62
NCT23251602,Tocilizumab,Anti-IL-6,Multiple Sclerosis,Phase 1,73,Infusion-related reaction,Respiratory disorders,No,Mild,73,21,21,28.77,No,,15,208,Yes,Yes,Treatment interruption,8,72
NCT13457252,Sarilumab,Anti-IL-6,Multiple Myeloma,Phase 3,338,Arthralgia,Cardiac disorders,No,Mild,338,7,8,2.07,No,,17,118,No,No,Treatment interruption,11,56
NCT70772918,Sarilumab,Anti-IL-6,Breast Cancer,Phase 4,109,Hepatotoxicity,Gastrointestinal disorders,No,Mild,109,27,28,24.77,No,,2,153,Yes,Yes,Discontinuation,14,49
NCT82121287,Sarilumab,Anti-IL-6,Lung Cancer,Phase 2,372,Hyperthyroidism,Gastrointestinal disorders,No,Moderate,372,95,99,25.54,No,,1,170,Yes,No,Treatment interruption,11,25
NCT70254255,Sarilumab,Anti-IL-6,Rheumatoid Arthritis,Phase 1,214,Nausea,Endocrine disorders,No,Moderate,214,62,63,28.97,Yes,Lack of efficacy,4,239,No,Yes,Dose reduction,26,48
NCT67421261,Sarilumab,Anti-IL-6,Breast Cancer,Phase 2,44,Thrombocytopenia,Musculoskeletal disorders,Yes,Moderate,44,11,16,25.0,Yes,Competition,16,191,No,No,Treatment interruption,29,39
NCT16309708,Sarilumab,Anti-IL-6,Colorectal Cancer,Phase 1,193,Hyperthyroidism,Musculoskeletal disorders,No,Moderate,193,7,9,3.63,No,,2,304,Yes,No,Treatment interruption,13,24
NCT23896451,Sarilumab,Anti-IL-6,Breast Cancer,Phase 3,293,Hepatotoxicity,Endocrine disorders,No,Severe,293,42,42,14.33,No,,3,168,No,No,Dose reduction,17,66
NCT86029279,Sarilumab,Anti-IL-6,Multiple Myeloma,Phase 1,225,Diarrhea,Musculoskeletal disorders,No,Severe,225,17,21,7.56,Yes,Lack of efficacy,3,187,No,No,Supportive care,4,22
NCT66753465,Sarilumab,Anti-IL-6,Rheumatoid Arthritis,Phase 1,66,Anemia,General disorders,No,Moderate,66,5,9,7.58,Yes,Regulatory issues,12,138,Yes,Yes,Discontinuation,10,26
NCT24113290,Sarilumab,Anti-IL-6,Multiple Sclerosis,Phase 3,95,Diarrhea,Hepatobiliary disorders,No,Severe,95,6,7,6.32,Yes,Safety concerns,7,261,Yes,Yes,Dose reduction,26,13
NCT45303129,Sarilumab,Anti-IL-6,Multiple Sclerosis,Phase 1,48,Fatigue,Endocrine disorders,No,Moderate,48,13,13,27.08,No,,19,364,Yes,No,Supportive care,3,55
NCT51316315,Sarilumab,Anti-IL-6,Non-Hodgkin Lymphoma,Phase 3,90,Cardiotoxicity,Endocrine disorders,No,Mild,90,20,20,22.22,No,,10,243,Yes,Yes,Supportive care,1,4
NCT76199959,Sarilumab,Anti-IL-6,Lung Cancer,Phase 4,408,Fatigue,Gastrointestinal disorders,No,Severe,408,58,61,14.22,No,,3,234,Yes,Yes,Supportive care,19,62
NCT92566866,Sarilumab,Anti-IL-6,Multiple Myeloma,Phase 4,237,Diarrhea,Blood disorders,Yes,Severe,237,24,25,10.13,Yes,Lack of efficacy,1,49,Yes,No,Discontinuation,3,9
NCT78627442,Sarilumab,Anti-IL-6,Melanoma,Phase 1,445,Fatigue,Skin disorders,No,Mild,445,28,33,6.29,No,,18,236,Yes,Yes,Supportive care,26,38
NCT51302325,Sarilumab,Anti-IL-6,Non-Hodgkin Lymphoma,Phase 3,289,Cardiotoxicity,General disorders,No,Mild,289,65,69,22.49,No,,8,257,Yes,Yes,Dose reduction,21,27
NCT12501354,Sarilumab,Anti-IL-6,Breast Cancer,Phase 2,451,Diarrhea,Musculoskeletal disorders,No,Moderate,451,64,66,14.19,No,,9,109,Yes,Yes,Discontinuation,4,18
NCT47602927,Sarilumab,Anti-IL-6,Melanoma,Phase 3,176,Nausea,Endocrine disorders,No,Mild,176,51,54,28.98,No,,11,189,No,Yes,Supportive care,16,76
NCT92115054,Sarilumab,Anti-IL-6,Rheumatoid Arthritis,Phase 1,351,Neutropenia,Gastrointestinal disorders,Yes,Severe,351,66,66,18.8,No,,15,283,No,Yes,Treatment interruption,7,13
NCT88824864,Sarilumab,Anti-IL-6,Breast Cancer,Phase 3,59,Cardiotoxicity,Cardiac disorders,No,Moderate,59,14,17,23.73,No,,6,236,Yes,No,Treatment interruption,24,33
NCT15672385,Sarilumab,Anti-IL-6,Lung Cancer,Phase 4,226,Thrombocytopenia,Musculoskeletal disorders,Yes,Moderate,226,9,13,3.98,Yes,Competition,20,256,No,No,Discontinuation,24,42
NCT93420517,Sarilumab,Anti-IL-6,Melanoma,Phase 4,181,Nausea,Blood disorders,No,Mild,181,14,15,7.73,No,,18,354,No,No,Supportive care,25,62
NCT95445704,Sarilumab,Anti-IL-6,Multiple Sclerosis,Phase 3,218,Hyperthyroidism,Skin disorders,No,Severe,218,19,23,8.72,No,,17,139,No,Yes,Discontinuation,14,54
NCT88246770,Sarilumab,Anti-IL-6,Rheumatoid Arthritis,Phase 3,450,Cardiotoxicity,General disorders,No,Mild,450,123,127,27.33,No,,9,106,Yes,No,Discontinuation,24,20
NCT62121083,Sarilumab,Anti-IL-6,Colorectal Cancer,Phase 2,36,Rash,Blood disorders,No,Moderate,36,1,3,2.78,No,,13,230,Yes,Yes,Discontinuation,14,22
NCT27381381,Sarilumab,Anti-IL-6,Lung Cancer,Phase 1,157,Colitis,Respiratory disorders,No,Moderate,157,9,11,5.73,No,,10,325,Yes,Yes,Dose reduction,26,42
NCT94355547,Sarilumab,Anti-IL-6,Non-Hodgkin Lymphoma,Phase 4,339,Cardiotoxicity,Respiratory disorders,No,Moderate,339,42,43,12.39,No,,8,297,Yes,No,Dose reduction,7,55
NCT54397344,Sarilumab,Anti-IL-6,Non-Hodgkin Lymphoma,Phase 2,165,Hyperthyroidism,Skin disorders,No,Mild,165,17,21,10.3,Yes,Safety concerns,5,364,Yes,Yes,Discontinuation,22,17
NCT43130464,Sarilumab,Anti-IL-6,Melanoma,Phase 1,41,Thrombocytopenia,Cardiac disorders,No,Mild,41,6,10,14.63,No,,11,338,No,No,Discontinuation,3,68
NCT38609019,Sarilumab,Anti-IL-6,Lung Cancer,Phase 4,472,Anemia,Gastrointestinal disorders,Yes,Severe,472,28,29,5.93,Yes,Safety concerns,13,77,No,No,Supportive care,24,3
NCT43969173,Sarilumab,Anti-IL-6,Melanoma,Phase 1,309,Anemia,Endocrine disorders,No,Moderate,309,25,29,8.09,No,,16,219,Yes,No,Supportive care,11,78
NCT29999996,Sarilumab,Anti-IL-6,Non-Hodgkin Lymphoma,Phase 4,143,Thrombocytopenia,Hepatobiliary disorders,Yes,Severe,143,13,18,9.09,No,,10,283,No,No,Discontinuation,3,78
NCT80532310,Sarilumab,Anti-IL-6,Colorectal Cancer,Phase 4,444,Pneumonitis,Gastrointestinal disorders,No,Moderate,444,43,44,9.68,Yes,Competition,2,191,No,Yes,Discontinuation,7,28
NCT14511655,Sarilumab,Anti-IL-6,Rheumatoid Arthritis,Phase 1,324,Rash,Blood disorders,No,Moderate,324,75,75,23.15,Yes,Competition,12,194,Yes,No,Treatment interruption,29,3
NCT60652833,Sarilumab,Anti-IL-6,Colorectal Cancer,Phase 3,407,Hyperthyroidism,Blood disorders,No,Severe,407,60,65,14.74,No,,15,306,Yes,Yes,Discontinuation,25,83
NCT29398785,Sarilumab,Anti-IL-6,Colorectal Cancer,Phase 3,386,Thrombocytopenia,Gastrointestinal disorders,No,Moderate,386,100,105,25.91,No,,9,145,No,Yes,Supportive care,1,28
NCT49731397,Sarilumab,Anti-IL-6,Multiple Myeloma,Phase 1,50,Hepatotoxicity,Blood disorders,No,Mild,50,9,10,18.0,No,,10,181,Yes,No,Discontinuation,4,62
NCT82685944,Sarilumab,Anti-IL-6,Colorectal Cancer,Phase 3,486,Nausea,Blood disorders,No,Moderate,486,87,92,17.9,Yes,Safety concerns,8,36,No,Yes,Supportive care,6,65
NCT20265243,Sarilumab,Anti-IL-6,Colorectal Cancer,Phase 4,328,Colitis,Skin disorders,No,Severe,328,9,10,2.74,Yes,Competition,3,327,Yes,No,Supportive care,9,17
NCT15993389,Sarilumab,Anti-IL-6,Multiple Sclerosis,Phase 4,344,Diarrhea,Blood disorders,No,Moderate,344,47,47,13.66,No,,5,47,No,No,Treatment interruption,3,9
NCT99645656,Sarilumab,Anti-IL-6,Non-Hodgkin Lymphoma,Phase 3,78,Colitis,Endocrine disorders,No,Severe,78,21,25,26.92,No,,15,135,No,Yes,Treatment interruption,4,8
NCT64545373,Sarilumab,Anti-IL-6,Melanoma,Phase 2,119,Arthralgia,Hepatobiliary disorders,No,Moderate,119,35,35,29.41,No,,9,106,No,Yes,Supportive care,20,15
NCT15174755,Sarilumab,Anti-IL-6,Colorectal Cancer,Phase 3,171,Nausea,Gastrointestinal disorders,No,Mild,171,17,22,9.94,No,,3,133,Yes,No,Supportive care,21,46
NCT39128142,Sarilumab,Anti-IL-6,Rheumatoid Arthritis,Phase 4,160,Hypothyroidism,Skin disorders,Yes,Mild,160,14,15,8.75,No,,15,37,No,No,Treatment interruption,12,13
NCT84776019,Sarilumab,Anti-IL-6,Breast Cancer,Phase 2,49,Neutropenia,Respiratory disorders,Yes,Moderate,49,4,6,8.16,Yes,Regulatory issues,2,237,Yes,No,Discontinuation,25,73
NCT83728748,Sarilumab,Anti-IL-6,Breast Cancer,Phase 4,272,Arthralgia,Musculoskeletal disorders,Yes,Severe,272,54,54,19.85,Yes,Regulatory issues,19,175,Yes,Yes,Dose reduction,5,82
NCT41885576,Sarilumab,Anti-IL-6,Lung Cancer,Phase 4,475,Thrombocytopenia,Endocrine disorders,No,Moderate,475,81,86,17.05,No,,3,294,No,Yes,Treatment interruption,27,29
NCT11530218,Sarilumab,Anti-IL-6,Breast Cancer,Phase 4,378,Hypothyroidism,Blood disorders,No,Mild,378,72,74,19.05,Yes,Regulatory issues,19,36,No,No,Dose reduction,27,44
NCT93972717,Sarilumab,Anti-IL-6,Melanoma,Phase 3,460,Nausea,Hepatobiliary disorders,Yes,Mild,460,123,128,26.74,No,,11,77,No,No,Treatment interruption,13,40
NCT58320944,Sarilumab,Anti-IL-6,Non-Hodgkin Lymphoma,Phase 3,121,Colitis,General disorders,No,Moderate,121,25,29,20.66,No,,6,186,No,No,Discontinuation,14,15
NCT16285629,Sarilumab,Anti-IL-6,Multiple Sclerosis,Phase 3,99,Rash,Blood disorders,No,Mild,99,2,3,2.02,No,,15,334,No,No,Supportive care,13,36
NCT27726557,Sarilumab,Anti-IL-6,Lung Cancer,Phase 3,321,Infusion-related reaction,General disorders,Yes,Moderate,321,49,54,15.26,No,,20,225,Yes,No,Discontinuation,16,42
NCT46344947,Sarilumab,Anti-IL-6,Multiple Sclerosis,Phase 1,447,Colitis,Musculoskeletal disorders,Yes,Moderate,447,97,98,21.7,No,,11,201,No,No,Treatment interruption,5,53
NCT23295056,Sarilumab,Anti-IL-6,Non-Hodgkin Lymphoma,Phase 2,84,Neutropenia,Hepatobiliary disorders,Yes,Mild,84,3,8,3.57,Yes,Regulatory issues,11,249,No,Yes,Supportive care,7,21
NCT30091723,Sarilumab,Anti-IL-6,Breast Cancer,Phase 4,279,Pneumonitis,Cardiac disorders,Yes,Moderate,279,46,48,16.49,No,,14,327,No,No,Treatment interruption,9,28
NCT65127618,Sarilumab,Anti-IL-6,Multiple Myeloma,Phase 2,448,Nausea,Blood disorders,Yes,Moderate,448,116,119,25.89,No,,8,361,No,Yes,Treatment interruption,18,21
