Antibody_Name,Antibody_Type,Indication,Phase,Dose_mg_m2,Dose_Frequency,Enrollment,Duration_Days,Age_Range,Gender,ECOG_Performance,Adverse_Event,Organ_System,Severity,Affected_Patients,Fraction_Affected_%,Reversible,Manageable,Management_Strategy,Time_to_Onset_Days,Resolution_Days,Dose_Reduction_Required,Treatment_Discontinuation,Fatal_Outcome
Rituximab,Anti-CD20,Lymphoma,Phase 1,1000,Monthly,326,204,28-82,All,1-2,Severe Hepatotoxicity,Hepatic,Severe,19,5.83,Partial,Yes,"Liver function monitoring, dose adjustment",58,58,Yes,No,No
Rituximab,Anti-CD20,Lymphoma,Phase 2,500,Bi-weekly,104,285,63-80,Female only,0-1,Severe Neuropathy,Neurological,Severe,6,5.77,Partial,Yes,"Dose reduction, pain management",89,22,Yes,No,No
Rituximab,Anti-CD20,Leukemia,Phase 2,750,Monthly,302,57,41-78,Male only,0-3,Severe Pneumonitis,Respiratory,Severe,17,5.63,Partial,Yes,"Corticosteroids, oxygen therapy",37,32,No,Yes,No
Rituximab,Anti-CD20,Autoimmune,Phase 3,500,Weekly,128,266,56-65,All,0-2,Severe Thrombocytopenia,Hematological,Severe,7,5.47,Yes,Yes,"Platelet transfusion, dose adjustment",57,38,No,No,No
Rituximab,Anti-CD20,Lymphoma,Phase 3,750,Every 3 weeks,293,170,60-79,Female only,0-1,Cytokine Release Syndrome,Immunological,Severe,16,5.46,Yes,Yes,"Tocilizumab, corticosteroids, supportive care",43,23,Yes,No,No
Rituximab,Anti-CD20,Autoimmune,Phase 3,1000,Weekly,258,271,30-77,All,0-1,Severe Neuropathy,Neurological,Severe,14,5.43,Partial,Yes,"Dose reduction, pain management",75,29,Yes,No,No
Rituximab,Anti-CD20,Autoimmune,Phase 2,500,Every 3 weeks,168,129,48-75,Female only,1-2,Severe Colitis,Gastrointestinal,Severe,9,5.36,Yes,Yes,"Corticosteroids, infliximab",61,57,Yes,No,No
Rituximab,Anti-CD20,Autoimmune,Phase 1,1000,Weekly,170,177,52-82,Male only,1-2,Severe Colitis,Gastrointestinal,Severe,9,5.29,Yes,Yes,"Corticosteroids, infliximab",9,1,Yes,Yes,No
Rituximab,Anti-CD20,Leukemia,Phase 3,1000,Monthly,134,49,42-76,All,1-2,Severe Neuropathy,Neurological,Severe,7,5.22,Partial,Yes,"Dose reduction, pain management",35,44,No,No,No
Rituximab,Anti-CD20,Leukemia,Phase 3,500,Weekly,97,357,39-84,Female only,0-1,Severe Myocarditis,Cardiovascular,Severe,5,5.15,Partial,Yes,"Corticosteroids, cardiac support",27,51,No,Yes,No
Rituximab,Anti-CD20,Autoimmune,Phase 1,750,Monthly,39,112,32-81,Female only,0-1,Cardiac Toxicity,Cardiovascular,Severe,2,5.13,Partial,Yes,"Cardiac monitoring, ACE inhibitors, beta-blockers",33,29,No,Yes,No
Rituximab,Anti-CD20,Autoimmune,Phase 1,750,Monthly,39,112,32-81,Female only,0-1,Anaphylaxis,Immunological,Severe,2,5.13,Yes,Yes,"Epinephrine, antihistamines, corticosteroids",60,45,No,Yes,No
Rituximab,Anti-CD20,Autoimmune,Phase 3,375,Every 3 weeks,220,113,37-72,Female only,0-1,Severe Hepatotoxicity,Hepatic,Severe,11,5.0,Partial,Yes,"Liver function monitoring, dose adjustment",65,57,Yes,No,No
Rituximab,Anti-CD20,Leukemia,Phase 1,750,Monthly,383,308,58-76,Male only,0-1,Severe Myocarditis,Cardiovascular,Severe,18,4.7,Partial,Yes,"Corticosteroids, cardiac support",3,7,Yes,No,No
Rituximab,Anti-CD20,Lymphoma,Phase 3,1000,Monthly,320,39,19-84,All,0-1,Severe Colitis,Gastrointestinal,Severe,15,4.69,Yes,Yes,"Corticosteroids, infliximab",1,59,Yes,No,No
Rituximab,Anti-CD20,Lymphoma,Phase 1,1000,Bi-weekly,406,277,42-79,Female only,0-2,Anaphylaxis,Immunological,Severe,19,4.68,Yes,Yes,"Epinephrine, antihistamines, corticosteroids",69,4,No,Yes,No
Rituximab,Anti-CD20,Leukemia,Phase 2,1000,Weekly,428,321,26-84,Female only,1-2,Cardiac Toxicity,Cardiovascular,Severe,20,4.67,Partial,Yes,"Cardiac monitoring, ACE inhibitors, beta-blockers",48,37,Yes,No,No
Rituximab,Anti-CD20,Autoimmune,Phase 3,1000,Weekly,258,271,30-77,All,0-1,Anaphylaxis,Immunological,Severe,12,4.65,Yes,Yes,"Epinephrine, antihistamines, corticosteroids",21,59,No,Yes,No
Rituximab,Anti-CD20,Lymphoma,Phase 3,750,Monthly,433,136,53-80,Male only,0-1,Cytokine Release Syndrome,Immunological,Severe,20,4.62,Yes,Yes,"Tocilizumab, corticosteroids, supportive care",47,56,No,Yes,No
Rituximab,Anti-CD20,Leukemia,Phase 1,1000,Weekly,220,273,23-81,Male only,0-3,Cytokine Release Syndrome,Immunological,Severe,10,4.55,Yes,Yes,"Tocilizumab, corticosteroids, supportive care",58,25,Yes,Yes,No
Rituximab,Anti-CD20,Autoimmune,Phase 2,750,Monthly,443,170,24-65,All,0-3,Anaphylaxis,Immunological,Severe,20,4.51,Yes,Yes,"Epinephrine, antihistamines, corticosteroids",46,33,No,No,No
Rituximab,Anti-CD20,Autoimmune,Phase 2,750,Weekly,445,155,47-74,All,0-3,Severe Colitis,Gastrointestinal,Severe,20,4.49,Yes,Yes,"Corticosteroids, infliximab",70,29,Yes,No,No
Rituximab,Anti-CD20,Lymphoma,Phase 3,500,Weekly,45,343,27-69,Male only,0-3,Severe Neutropenia,Hematological,Severe,2,4.44,Yes,Yes,"G-CSF, antibiotics, dose reduction",38,39,Yes,No,No
Rituximab,Anti-CD20,Lymphoma,Phase 3,500,Weekly,45,343,27-69,Male only,0-3,Severe Myocarditis,Cardiovascular,Severe,2,4.44,Partial,Yes,"Corticosteroids, cardiac support",29,20,No,Yes,No
Rituximab,Anti-CD20,Autoimmune,Phase 2,1000,Weekly,158,112,23-71,All,0-3,Severe Myocarditis,Cardiovascular,Severe,7,4.43,Partial,Yes,"Corticosteroids, cardiac support",78,8,Yes,Yes,Yes
Rituximab,Anti-CD20,Leukemia,Phase 1,500,Every 3 weeks,454,186,35-68,Male only,1-2,Severe Thrombocytopenia,Hematological,Severe,20,4.41,Yes,Yes,"Platelet transfusion, dose adjustment",21,53,Yes,Yes,No
Rituximab,Anti-CD20,Leukemia,Phase 2,375,Weekly,465,301,47-81,All,0-3,Severe Pneumonitis,Respiratory,Severe,20,4.3,Partial,Yes,"Corticosteroids, oxygen therapy",19,34,Yes,No,No
Rituximab,Anti-CD20,Lymphoma,Phase 1,1000,Monthly,326,204,28-82,All,1-2,Severe Pneumonitis,Respiratory,Severe,14,4.29,Partial,Yes,"Corticosteroids, oxygen therapy",44,24,No,Yes,No
Rituximab,Anti-CD20,Lymphoma,Phase 1,375,Weekly,474,273,41-79,All,1-2,Cardiac Toxicity,Cardiovascular,Severe,20,4.22,Partial,Yes,"Cardiac monitoring, ACE inhibitors, beta-blockers",58,10,No,No,No
Rituximab,Anti-CD20,Leukemia,Phase 2,1000,Weekly,428,321,26-84,Female only,1-2,Severe Thrombocytopenia,Hematological,Severe,18,4.21,Yes,Yes,"Platelet transfusion, dose adjustment",63,26,Yes,Yes,No
Rituximab,Anti-CD20,Leukemia,Phase 1,1000,Weekly,220,273,23-81,Male only,0-3,Severe Pneumonitis,Respiratory,Severe,9,4.09,Partial,Yes,"Corticosteroids, oxygen therapy",77,56,Yes,No,No
Rituximab,Anti-CD20,Autoimmune,Phase 1,750,Bi-weekly,441,235,44-65,Female only,0-1,Severe Neuropathy,Neurological,Severe,18,4.08,Partial,Yes,"Dose reduction, pain management",54,17,No,No,No
Rituximab,Anti-CD20,Autoimmune,Phase 1,750,Monthly,172,350,47-80,Female only,0-3,Severe Hepatotoxicity,Hepatic,Severe,7,4.07,Partial,Yes,"Liver function monitoring, dose adjustment",10,10,No,Yes,No
Rituximab,Anti-CD20,Autoimmune,Phase 1,500,Weekly,297,41,20-84,All,0-2,Cardiac Toxicity,Cardiovascular,Severe,12,4.04,Partial,Yes,"Cardiac monitoring, ACE inhibitors, beta-blockers",37,42,Yes,No,No
Rituximab,Anti-CD20,Leukemia,Phase 1,750,Monthly,383,308,58-76,Male only,0-1,Severe Pneumonitis,Respiratory,Severe,15,3.92,Partial,Yes,"Corticosteroids, oxygen therapy",17,59,Yes,No,Yes
Rituximab,Anti-CD20,Lymphoma,Phase 2,1000,Every 3 weeks,493,195,54-80,Male only,0-2,Severe Hepatotoxicity,Hepatic,Severe,19,3.85,Partial,Yes,"Liver function monitoring, dose adjustment",48,58,Yes,Yes,No
Rituximab,Anti-CD20,Leukemia,Phase 1,1000,Weekly,156,359,25-83,Male only,0-3,Severe Colitis,Gastrointestinal,Severe,6,3.85,Yes,Yes,"Corticosteroids, infliximab",76,3,Yes,No,No
Rituximab,Anti-CD20,Leukemia,Phase 3,500,Weekly,26,230,35-65,Male only,0-1,Severe Pneumonitis,Respiratory,Severe,1,3.85,Partial,Yes,"Corticosteroids, oxygen therapy",62,39,No,Yes,No
Rituximab,Anti-CD20,Lymphoma,Phase 2,750,Bi-weekly,209,222,33-75,Female only,0-3,Severe Neuropathy,Neurological,Severe,8,3.83,Partial,Yes,"Dose reduction, pain management",82,58,No,No,No
Rituximab,Anti-CD20,Leukemia,Phase 3,375,Every 3 weeks,470,227,49-84,All,0-2,Cytokine Release Syndrome,Immunological,Severe,18,3.83,Yes,Yes,"Tocilizumab, corticosteroids, supportive care",9,55,No,No,No
Rituximab,Anti-CD20,Autoimmune,Phase 2,500,Weekly,262,237,34-72,Female only,0-1,Severe Colitis,Gastrointestinal,Severe,10,3.82,Yes,Yes,"Corticosteroids, infliximab",53,11,No,No,No
Rituximab,Anti-CD20,Leukemia,Phase 3,750,Monthly,446,298,23-69,Male only,0-1,Severe Hepatotoxicity,Hepatic,Severe,17,3.81,Partial,Yes,"Liver function monitoring, dose adjustment",41,14,No,No,No
Rituximab,Anti-CD20,Lymphoma,Phase 1,750,Weekly,316,355,27-78,All,0-1,Severe Pneumonitis,Respiratory,Severe,12,3.8,Partial,Yes,"Corticosteroids, oxygen therapy",29,56,Yes,No,No
Rituximab,Anti-CD20,Autoimmune,Phase 2,1000,Weekly,396,163,32-69,All,0-3,Severe Thrombocytopenia,Hematological,Severe,15,3.79,Yes,Yes,"Platelet transfusion, dose adjustment",24,43,Yes,Yes,No
Rituximab,Anti-CD20,Leukemia,Phase 1,500,Bi-weekly,106,272,37-65,All,0-2,Severe Hepatotoxicity,Hepatic,Severe,4,3.77,Partial,Yes,"Liver function monitoring, dose adjustment",10,59,No,Yes,No
Rituximab,Anti-CD20,Leukemia,Phase 1,750,Monthly,383,308,58-76,Male only,0-1,Severe Hepatotoxicity,Hepatic,Severe,14,3.66,Partial,Yes,"Liver function monitoring, dose adjustment",12,16,Yes,Yes,No
Rituximab,Anti-CD20,Lymphoma,Phase 2,375,Bi-weekly,469,206,42-82,Male only,0-2,Severe Myocarditis,Cardiovascular,Severe,17,3.62,Partial,Yes,"Corticosteroids, cardiac support",48,47,No,Yes,No
Rituximab,Anti-CD20,Autoimmune,Phase 1,500,Monthly,332,318,51-74,Male only,0-1,Severe Hepatotoxicity,Hepatic,Severe,12,3.61,Partial,Yes,"Liver function monitoring, dose adjustment",34,40,No,No,No
Rituximab,Anti-CD20,Autoimmune,Phase 1,500,Monthly,332,318,51-74,Male only,0-1,Severe Myocarditis,Cardiovascular,Severe,12,3.61,Partial,Yes,"Corticosteroids, cardiac support",31,53,Yes,No,No
Rituximab,Anti-CD20,Autoimmune,Phase 2,750,Weekly,445,155,47-74,All,0-3,Severe Neuropathy,Neurological,Severe,16,3.6,Partial,Yes,"Dose reduction, pain management",14,46,No,No,No
Rituximab,Anti-CD20,Lymphoma,Phase 3,1000,Monthly,475,105,51-77,All,0-3,Severe Hepatotoxicity,Hepatic,Severe,16,3.37,Partial,Yes,"Liver function monitoring, dose adjustment",74,29,Yes,No,No
Rituximab,Anti-CD20,Leukemia,Phase 3,750,Bi-weekly,119,321,58-66,Female only,1-2,Severe Pneumonitis,Respiratory,Severe,4,3.36,Partial,Yes,"Corticosteroids, oxygen therapy",85,47,Yes,Yes,No
Rituximab,Anti-CD20,Lymphoma,Phase 2,500,Weekly,121,154,59-83,Female only,0-3,Severe Neutropenia,Hematological,Severe,4,3.31,Yes,Yes,"G-CSF, antibiotics, dose reduction",60,57,No,Yes,No
Rituximab,Anti-CD20,Autoimmune,Phase 3,750,Bi-weekly,484,64,24-68,Female only,1-2,Severe Neuropathy,Neurological,Severe,16,3.31,Partial,Yes,"Dose reduction, pain management",22,44,No,Yes,No
Rituximab,Anti-CD20,Lymphoma,Phase 1,500,Every 3 weeks,216,47,53-67,Female only,0-1,Severe Neutropenia,Hematological,Severe,7,3.24,Yes,Yes,"G-CSF, antibiotics, dose reduction",9,47,No,Yes,No
Rituximab,Anti-CD20,Leukemia,Phase 1,500,Weekly,473,67,50-82,All,0-1,Severe Hepatotoxicity,Hepatic,Severe,15,3.17,Partial,Yes,"Liver function monitoring, dose adjustment",13,53,No,Yes,No
Rituximab,Anti-CD20,Lymphoma,Phase 1,375,Weekly,474,273,41-79,All,1-2,Severe Neuropathy,Neurological,Severe,15,3.16,Partial,Yes,"Dose reduction, pain management",72,48,No,Yes,Yes
Rituximab,Anti-CD20,Lymphoma,Phase 3,1000,Monthly,475,105,51-77,All,0-3,Anaphylaxis,Immunological,Severe,15,3.16,Yes,Yes,"Epinephrine, antihistamines, corticosteroids",80,6,Yes,No,No
Rituximab,Anti-CD20,Autoimmune,Phase 3,500,Weekly,128,266,56-65,All,0-2,Cardiac Toxicity,Cardiovascular,Severe,4,3.12,Partial,Yes,"Cardiac monitoring, ACE inhibitors, beta-blockers",82,34,Yes,Yes,No
Rituximab,Anti-CD20,Autoimmune,Phase 3,750,Bi-weekly,484,64,24-68,Female only,1-2,Severe Thrombocytopenia,Hematological,Severe,15,3.1,Yes,Yes,"Platelet transfusion, dose adjustment",47,23,Yes,No,No
Rituximab,Anti-CD20,Leukemia,Phase 3,500,Weekly,97,357,39-84,Female only,0-1,Severe Neutropenia,Hematological,Severe,3,3.09,Yes,Yes,"G-CSF, antibiotics, dose reduction",31,10,No,Yes,No
Rituximab,Anti-CD20,Lymphoma,Phase 1,500,Bi-weekly,461,289,59-75,Female only,0-1,Anaphylaxis,Immunological,Severe,14,3.04,Yes,Yes,"Epinephrine, antihistamines, corticosteroids",18,27,Yes,Yes,No
Rituximab,Anti-CD20,Autoimmune,Phase 2,500,Bi-weekly,263,122,32-77,Male only,0-2,Cytokine Release Syndrome,Immunological,Severe,8,3.04,Yes,Yes,"Tocilizumab, corticosteroids, supportive care",82,28,Yes,No,No
Rituximab,Anti-CD20,Autoimmune,Phase 2,1000,Weekly,396,163,32-69,All,0-3,Cardiac Toxicity,Cardiovascular,Severe,12,3.03,Partial,Yes,"Cardiac monitoring, ACE inhibitors, beta-blockers",5,37,Yes,No,No
Rituximab,Anti-CD20,Leukemia,Phase 2,500,Monthly,265,335,56-83,Female only,1-2,Severe Neutropenia,Hematological,Severe,8,3.02,Yes,Yes,"G-CSF, antibiotics, dose reduction",53,9,Yes,No,No
Rituximab,Anti-CD20,Lymphoma,Phase 3,375,Bi-weekly,134,41,58-71,Male only,0-2,Cytokine Release Syndrome,Immunological,Severe,4,2.99,Yes,Yes,"Tocilizumab, corticosteroids, supportive care",62,22,No,No,No
Rituximab,Anti-CD20,Autoimmune,Phase 1,375,Every 3 weeks,236,274,33-78,All,0-2,Severe Thrombocytopenia,Hematological,Severe,7,2.97,Yes,Yes,"Platelet transfusion, dose adjustment",72,56,Yes,Yes,No
Rituximab,Anti-CD20,Lymphoma,Phase 1,1000,Bi-weekly,406,277,42-79,Female only,0-2,Severe Myocarditis,Cardiovascular,Severe,12,2.96,Partial,Yes,"Corticosteroids, cardiac support",67,30,Yes,No,Yes
Rituximab,Anti-CD20,Autoimmune,Phase 1,750,Bi-weekly,441,235,44-65,Female only,0-1,Severe Neutropenia,Hematological,Severe,13,2.95,Yes,Yes,"G-CSF, antibiotics, dose reduction",61,39,Yes,No,No
Rituximab,Anti-CD20,Autoimmune,Phase 2,375,Every 3 weeks,480,129,50-68,All,0-3,Anaphylaxis,Immunological,Severe,14,2.92,Yes,Yes,"Epinephrine, antihistamines, corticosteroids",65,5,No,No,No
Rituximab,Anti-CD20,Autoimmune,Phase 2,750,Weekly,445,155,47-74,All,0-3,Severe Colitis,Gastrointestinal,Severe,13,2.92,Yes,Yes,"Corticosteroids, infliximab",6,18,No,Yes,No
Rituximab,Anti-CD20,Lymphoma,Phase 1,500,Bi-weekly,461,289,59-75,Female only,0-1,Cytokine Release Syndrome,Immunological,Severe,13,2.82,Yes,Yes,"Tocilizumab, corticosteroids, supportive care",4,27,No,Yes,No
Rituximab,Anti-CD20,Lymphoma,Phase 3,500,Monthly,109,312,57-75,Female only,1-2,Cytokine Release Syndrome,Immunological,Severe,3,2.75,Yes,Yes,"Tocilizumab, corticosteroids, supportive care",49,26,Yes,No,No
Rituximab,Anti-CD20,Lymphoma,Phase 1,1000,Every 3 weeks,329,74,64-65,Female only,0-2,Severe Thrombocytopenia,Hematological,Severe,9,2.74,Yes,Yes,"Platelet transfusion, dose adjustment",19,60,Yes,Yes,No
Rituximab,Anti-CD20,Leukemia,Phase 2,750,Monthly,302,57,41-78,Male only,0-3,Severe Colitis,Gastrointestinal,Severe,8,2.65,Yes,Yes,"Corticosteroids, infliximab",1,36,Yes,Yes,No
Rituximab,Anti-CD20,Lymphoma,Phase 2,1000,Every 3 weeks,493,195,54-80,Male only,0-2,Severe Thrombocytopenia,Hematological,Severe,13,2.64,Yes,Yes,"Platelet transfusion, dose adjustment",86,35,Yes,No,No
Rituximab,Anti-CD20,Leukemia,Phase 2,500,Monthly,265,335,56-83,Female only,1-2,Anaphylaxis,Immunological,Severe,7,2.64,Yes,Yes,"Epinephrine, antihistamines, corticosteroids",65,57,No,No,No
Rituximab,Anti-CD20,Lymphoma,Phase 1,500,Bi-weekly,461,289,59-75,Female only,0-1,Severe Pneumonitis,Respiratory,Severe,12,2.6,Partial,Yes,"Corticosteroids, oxygen therapy",11,58,No,Yes,No
Rituximab,Anti-CD20,Leukemia,Phase 2,375,Weekly,465,301,47-81,All,0-3,Cardiac Toxicity,Cardiovascular,Severe,12,2.58,Partial,Yes,"Cardiac monitoring, ACE inhibitors, beta-blockers",48,33,Yes,No,No
Rituximab,Anti-CD20,Autoimmune,Phase 1,750,Monthly,39,112,32-81,Female only,0-1,Severe Neutropenia,Hematological,Severe,1,2.56,Yes,Yes,"G-CSF, antibiotics, dose reduction",35,8,Yes,No,No
Rituximab,Anti-CD20,Autoimmune,Phase 1,750,Monthly,39,112,32-81,Female only,0-1,Severe Neuropathy,Neurological,Severe,1,2.56,Partial,Yes,"Dose reduction, pain management",52,8,No,Yes,No
Rituximab,Anti-CD20,Autoimmune,Phase 3,500,Every 3 weeks,472,147,23-65,All,1-2,Anaphylaxis,Immunological,Severe,12,2.54,Yes,Yes,"Epinephrine, antihistamines, corticosteroids",82,30,Yes,Yes,Yes
Rituximab,Anti-CD20,Autoimmune,Phase 1,1000,Every 3 weeks,321,282,26-76,Female only,1-2,Severe Thrombocytopenia,Hematological,Severe,8,2.49,Yes,Yes,"Platelet transfusion, dose adjustment",76,32,No,Yes,Yes
Rituximab,Anti-CD20,Autoimmune,Phase 2,750,Monthly,443,170,24-65,All,0-3,Cardiac Toxicity,Cardiovascular,Severe,11,2.48,Partial,Yes,"Cardiac monitoring, ACE inhibitors, beta-blockers",50,4,No,Yes,No
Rituximab,Anti-CD20,Lymphoma,Phase 2,1000,Every 3 weeks,493,195,54-80,Male only,0-2,Severe Myocarditis,Cardiovascular,Severe,12,2.43,Partial,Yes,"Corticosteroids, cardiac support",69,48,Yes,Yes,No
Rituximab,Anti-CD20,Autoimmune,Phase 1,500,Monthly,419,287,41-76,Male only,1-2,Severe Hepatotoxicity,Hepatic,Severe,10,2.39,Partial,Yes,"Liver function monitoring, dose adjustment",57,5,Yes,Yes,No
Rituximab,Anti-CD20,Lymphoma,Phase 1,375,Weekly,380,305,40-81,Female only,1-2,Severe Hepatotoxicity,Hepatic,Severe,9,2.37,Partial,Yes,"Liver function monitoring, dose adjustment",21,45,No,Yes,No
Rituximab,Anti-CD20,Autoimmune,Phase 1,500,Weekly,297,41,20-84,All,0-2,Severe Hepatotoxicity,Hepatic,Severe,7,2.36,Partial,Yes,"Liver function monitoring, dose adjustment",65,10,Yes,Yes,No
Rituximab,Anti-CD20,Lymphoma,Phase 2,375,Bi-weekly,469,206,42-82,Male only,0-2,Anaphylaxis,Immunological,Severe,11,2.35,Yes,Yes,"Epinephrine, antihistamines, corticosteroids",35,56,Yes,No,Yes
Rituximab,Anti-CD20,Autoimmune,Phase 1,1000,Weekly,170,177,52-82,Male only,1-2,Cardiac Toxicity,Cardiovascular,Severe,4,2.35,Partial,Yes,"Cardiac monitoring, ACE inhibitors, beta-blockers",4,36,No,No,No
Rituximab,Anti-CD20,Autoimmune,Phase 3,500,Weekly,128,266,56-65,All,0-2,Cardiac Toxicity,Cardiovascular,Severe,3,2.34,Partial,Yes,"Cardiac monitoring, ACE inhibitors, beta-blockers",14,20,No,Yes,No
Rituximab,Anti-CD20,Autoimmune,Phase 1,375,Weekly,346,54,62-69,Female only,0-1,Severe Thrombocytopenia,Hematological,Severe,8,2.31,Yes,Yes,"Platelet transfusion, dose adjustment",27,37,Yes,Yes,No
Rituximab,Anti-CD20,Autoimmune,Phase 2,375,Every 3 weeks,480,129,50-68,All,0-3,Severe Hepatotoxicity,Hepatic,Severe,11,2.29,Partial,Yes,"Liver function monitoring, dose adjustment",54,57,No,No,No
Rituximab,Anti-CD20,Autoimmune,Phase 2,500,Weekly,262,237,34-72,Female only,0-1,Cytokine Release Syndrome,Immunological,Severe,6,2.29,Yes,Yes,"Tocilizumab, corticosteroids, supportive care",18,42,No,No,No
Rituximab,Anti-CD20,Autoimmune,Phase 3,375,Every 3 weeks,220,113,37-72,Female only,0-1,Severe Neutropenia,Hematological,Severe,5,2.27,Yes,Yes,"G-CSF, antibiotics, dose reduction",52,24,No,No,No
Rituximab,Anti-CD20,Autoimmune,Phase 2,750,Bi-weekly,266,303,26-74,Female only,0-2,Severe Colitis,Gastrointestinal,Severe,6,2.26,Yes,Yes,"Corticosteroids, infliximab",26,48,Yes,No,No
Rituximab,Anti-CD20,Leukemia,Phase 1,500,Every 3 weeks,454,186,35-68,Male only,1-2,Severe Colitis,Gastrointestinal,Severe,10,2.2,Yes,Yes,"Corticosteroids, infliximab",5,3,Yes,Yes,No
Rituximab,Anti-CD20,Lymphoma,Phase 2,375,Monthly,228,174,30-69,Male only,0-1,Severe Thrombocytopenia,Hematological,Severe,5,2.19,Yes,Yes,"Platelet transfusion, dose adjustment",69,10,No,No,No
Rituximab,Anti-CD20,Leukemia,Phase 2,375,Weekly,465,301,47-81,All,0-3,Severe Pneumonitis,Respiratory,Severe,10,2.15,Partial,Yes,"Corticosteroids, oxygen therapy",70,43,Yes,No,No
Rituximab,Anti-CD20,Autoimmune,Phase 1,375,Bi-weekly,142,355,43-82,Female only,0-3,Severe Hepatotoxicity,Hepatic,Severe,3,2.11,Partial,Yes,"Liver function monitoring, dose adjustment",11,8,Yes,Yes,No
Rituximab,Anti-CD20,Autoimmune,Phase 2,1000,Weekly,396,163,32-69,All,0-3,Cardiac Toxicity,Cardiovascular,Severe,8,2.02,Partial,Yes,"Cardiac monitoring, ACE inhibitors, beta-blockers",50,24,No,No,No
Rituximab,Anti-CD20,Autoimmune,Phase 3,1000,Weekly,258,271,30-77,All,0-1,Cardiac Toxicity,Cardiovascular,Severe,5,1.94,Partial,Yes,"Cardiac monitoring, ACE inhibitors, beta-blockers",63,60,Yes,Yes,No
Rituximab,Anti-CD20,Leukemia,Phase 1,500,Weekly,473,67,50-82,All,0-1,Severe Neuropathy,Neurological,Severe,9,1.9,Partial,Yes,"Dose reduction, pain management",21,6,Yes,No,No
Rituximab,Anti-CD20,Autoimmune,Phase 1,1000,Every 3 weeks,321,282,26-76,Female only,1-2,Severe Myocarditis,Cardiovascular,Severe,6,1.87,Partial,Yes,"Corticosteroids, cardiac support",13,60,Yes,No,No
Rituximab,Anti-CD20,Lymphoma,Phase 3,750,Every 3 weeks,329,307,19-85,All,0-3,Severe Colitis,Gastrointestinal,Severe,6,1.82,Yes,Yes,"Corticosteroids, infliximab",43,6,Yes,Yes,No
Rituximab,Anti-CD20,Lymphoma,Phase 2,750,Monthly,168,55,62-74,Male only,0-3,Anaphylaxis,Immunological,Severe,3,1.79,Yes,Yes,"Epinephrine, antihistamines, corticosteroids",82,39,No,Yes,Yes
Rituximab,Anti-CD20,Leukemia,Phase 3,375,Monthly,168,318,36-85,Male only,0-3,Severe Myocarditis,Cardiovascular,Severe,3,1.79,Partial,Yes,"Corticosteroids, cardiac support",42,50,Yes,Yes,No
Rituximab,Anti-CD20,Leukemia,Phase 1,500,Every 3 weeks,454,186,35-68,Male only,1-2,Cardiac Toxicity,Cardiovascular,Severe,8,1.76,Partial,Yes,"Cardiac monitoring, ACE inhibitors, beta-blockers",65,16,No,No,No
Rituximab,Anti-CD20,Leukemia,Phase 1,500,Weekly,473,67,50-82,All,0-1,Severe Neuropathy,Neurological,Severe,8,1.69,Partial,Yes,"Dose reduction, pain management",44,30,No,Yes,No
Rituximab,Anti-CD20,Lymphoma,Phase 3,375,Bi-weekly,185,50,26-80,Female only,1-2,Severe Thrombocytopenia,Hematological,Severe,3,1.62,Yes,Yes,"Platelet transfusion, dose adjustment",27,56,No,No,No
Rituximab,Anti-CD20,Autoimmune,Phase 2,1000,Every 3 weeks,312,290,24-77,All,1-2,Severe Thrombocytopenia,Hematological,Severe,5,1.6,Yes,Yes,"Platelet transfusion, dose adjustment",62,32,Yes,Yes,No
Rituximab,Anti-CD20,Lymphoma,Phase 2,375,Monthly,446,197,56-71,Male only,0-1,Severe Neutropenia,Hematological,Severe,7,1.57,Yes,Yes,"G-CSF, antibiotics, dose reduction",25,31,No,Yes,No
Rituximab,Anti-CD20,Autoimmune,Phase 1,500,Monthly,332,318,51-74,Male only,0-1,Severe Myocarditis,Cardiovascular,Severe,5,1.51,Partial,Yes,"Corticosteroids, cardiac support",13,60,No,No,No
Rituximab,Anti-CD20,Leukemia,Phase 3,375,Every 3 weeks,470,227,49-84,All,0-2,Severe Pneumonitis,Respiratory,Severe,7,1.49,Partial,Yes,"Corticosteroids, oxygen therapy",59,5,No,Yes,No
Rituximab,Anti-CD20,Lymphoma,Phase 1,375,Weekly,474,273,41-79,All,1-2,Cardiac Toxicity,Cardiovascular,Severe,7,1.48,Partial,Yes,"Cardiac monitoring, ACE inhibitors, beta-blockers",49,22,Yes,No,No
Rituximab,Anti-CD20,Leukemia,Phase 2,750,Monthly,272,67,44-73,Male only,1-2,Severe Pneumonitis,Respiratory,Severe,4,1.47,Partial,Yes,"Corticosteroids, oxygen therapy",77,34,Yes,No,No
Rituximab,Anti-CD20,Leukemia,Phase 2,500,Bi-weekly,140,325,46-85,Male only,1-2,Severe Neutropenia,Hematological,Severe,2,1.43,Yes,Yes,"G-CSF, antibiotics, dose reduction",16,38,No,Yes,No
Rituximab,Anti-CD20,Autoimmune,Phase 1,375,Bi-weekly,142,355,43-82,Female only,0-3,Severe Pneumonitis,Respiratory,Severe,2,1.41,Partial,Yes,"Corticosteroids, oxygen therapy",27,31,Yes,No,No
Rituximab,Anti-CD20,Lymphoma,Phase 1,500,Bi-weekly,72,61,61-77,All,0-3,Severe Thrombocytopenia,Hematological,Severe,1,1.39,Yes,Yes,"Platelet transfusion, dose adjustment",3,53,No,Yes,No
