nct_id,brief_title,official_title,study_type,phase,enrollment,start_date,completion_date,overall_status,lead_sponsor,study_design,primary_purpose,antibody_name,antibody_category,indication
NCT87218069,Study of Nivolumab in Lymphoma,A Phase 3 Study of Nivolumab for the Treatment of Lymphoma,Observational,Phase 3,504,2021-01-09,2023-01-02,Suspended,NIH,Crossover Assignment,Supportive Care,Nivolumab,Anti-PD-1,Lymphoma
NCT85275764,Study of Nivolumab in Lymphoma,A Phase 3 Study of Nivolumab for the Treatment of Lymphoma,Observational,Phase 3,104,2021-02-21,2021-11-09,Completed,Other,Single Group Assignment,Treatment,Nivolumab,Anti-PD-1,Lymphoma
NCT64596365,Study of Nivolumab in Lymphoma,A Phase 3 Study of Nivolumab for the Treatment of Lymphoma,Interventional,Phase 3,253,2022-04-13,2022-06-04,Recruiting,NIH,Crossover Assignment,Prevention,Nivolumab,Anti-PD-1,Lymphoma
NCT81751883,Study of Nivolumab in Lymphoma,A Phase 4 Study of Nivolumab for the Treatment of Lymphoma,Interventional,Phase 4,227,2024-02-24,2024-08-15,Terminated,Other,Crossover Assignment,Treatment,Nivolumab,Anti-PD-1,Lymphoma
NCT58789817,Study of Nivolumab in Lymphoma,A Phase 4 Study of Nivolumab for the Treatment of Lymphoma,Observational,Phase 4,409,2024-09-14,2025-01-09,Completed,NIH,Parallel Assignment,Supportive Care,Nivolumab,Anti-PD-1,Lymphoma
NCT53634000,Study of Nivolumab in Lymphoma,A Phase 4 Study of Nivolumab for the Treatment of Lymphoma,Interventional,Phase 4,282,2022-04-11,2023-11-08,Suspended,Other,Parallel Assignment,Treatment,Nivolumab,Anti-PD-1,Lymphoma
NCT90878202,Study of Cemiplimab in Melanoma,A Phase 1 Study of Cemiplimab for the Treatment of Melanoma,Interventional,Phase 1,939,2025-04-20,2026-09-03,Suspended,Industry,Crossover Assignment,Prevention,Cemiplimab,Anti-PD-1,Melanoma
NCT53849951,Study of Cemiplimab in Melanoma,A Phase 1 Study of Cemiplimab for the Treatment of Melanoma,Observational,Phase 1,682,2022-01-22,2022-08-24,Completed,Other,Single Group Assignment,Treatment,Cemiplimab,Anti-PD-1,Melanoma
NCT41906780,Study of Cemiplimab in Melanoma,A Phase 2 Study of Cemiplimab for the Treatment of Melanoma,Interventional,Phase 2,553,2025-01-29,2026-05-24,Completed,Industry,Parallel Assignment,Prevention,Cemiplimab,Anti-PD-1,Melanoma
NCT15135495,Study of Cemiplimab in Melanoma,A Phase 2 Study of Cemiplimab for the Treatment of Melanoma,Interventional,Phase 2,326,2024-06-17,2026-06-04,Terminated,Other,Parallel Assignment,Treatment,Cemiplimab,Anti-PD-1,Melanoma
NCT17616763,Study of Cemiplimab in Melanoma,A Phase 2 Study of Cemiplimab for the Treatment of Melanoma,Observational,Phase 2,437,2025-03-25,2026-04-09,Recruiting,Other,Crossover Assignment,Supportive Care,Cemiplimab,Anti-PD-1,Melanoma
NCT90088890,Study of Cemiplimab in Melanoma,A Phase 3 Study of Cemiplimab for the Treatment of Melanoma,Observational,Phase 3,391,2024-02-23,2025-06-28,Terminated,Industry,Crossover Assignment,Diagnostic,Cemiplimab,Anti-PD-1,Melanoma
NCT66786008,Study of Cemiplimab in Melanoma,A Phase 3 Study of Cemiplimab for the Treatment of Melanoma,Interventional,Phase 3,973,2020-06-13,2022-05-01,Suspended,NIH,Parallel Assignment,Treatment,Cemiplimab,Anti-PD-1,Melanoma
NCT16562248,Study of Cemiplimab in Melanoma,A Phase 3 Study of Cemiplimab for the Treatment of Melanoma,Observational,Phase 3,239,2023-06-20,2024-06-14,Terminated,Industry,Parallel Assignment,Supportive Care,Cemiplimab,Anti-PD-1,Melanoma
NCT47901988,Study of Cemiplimab in Melanoma,A Phase 4 Study of Cemiplimab for the Treatment of Melanoma,Observational,Phase 4,548,2021-08-20,2022-08-26,Suspended,Other,Single Group Assignment,Diagnostic,Cemiplimab,Anti-PD-1,Melanoma
NCT58062277,Study of Cemiplimab in Melanoma,A Phase 4 Study of Cemiplimab for the Treatment of Melanoma,Observational,Phase 4,474,2023-07-06,2024-10-30,Completed,Industry,Crossover Assignment,Diagnostic,Cemiplimab,Anti-PD-1,Melanoma
NCT65516625,Study of Cemiplimab in Melanoma,A Phase 4 Study of Cemiplimab for the Treatment of Melanoma,Observational,Phase 4,693,2023-12-03,2024-12-07,Suspended,Other,Parallel Assignment,Prevention,Cemiplimab,Anti-PD-1,Melanoma
NCT29084518,Study of Cemiplimab in Lung Cancer,A Phase 1 Study of Cemiplimab for the Treatment of Lung Cancer,Observational,Phase 1,846,2023-09-21,2024-02-09,Suspended,NIH,Crossover Assignment,Supportive Care,Cemiplimab,Anti-PD-1,Lung Cancer
NCT44253125,Study of Cemiplimab in Lung Cancer,A Phase 1 Study of Cemiplimab for the Treatment of Lung Cancer,Observational,Phase 1,359,2024-12-04,2026-01-05,Terminated,Industry,Crossover Assignment,Diagnostic,Cemiplimab,Anti-PD-1,Lung Cancer
NCT25404073,Study of Cemiplimab in Lung Cancer,A Phase 2 Study of Cemiplimab for the Treatment of Lung Cancer,Observational,Phase 2,475,2020-12-13,2021-10-01,Terminated,NIH,Single Group Assignment,Supportive Care,Cemiplimab,Anti-PD-1,Lung Cancer
NCT68692331,Study of Cemiplimab in Lung Cancer,A Phase 2 Study of Cemiplimab for the Treatment of Lung Cancer,Interventional,Phase 2,779,2024-03-19,2025-03-27,Completed,NIH,Single Group Assignment,Treatment,Cemiplimab,Anti-PD-1,Lung Cancer
NCT73424244,Study of Cemiplimab in Lung Cancer,A Phase 2 Study of Cemiplimab for the Treatment of Lung Cancer,Observational,Phase 2,306,2021-10-21,2022-02-27,Suspended,Industry,Crossover Assignment,Supportive Care,Cemiplimab,Anti-PD-1,Lung Cancer
NCT41033207,Study of Cemiplimab in Lung Cancer,A Phase 3 Study of Cemiplimab for the Treatment of Lung Cancer,Interventional,Phase 3,57,2020-05-29,2022-01-29,Completed,Other,Parallel Assignment,Prevention,Cemiplimab,Anti-PD-1,Lung Cancer
NCT12959918,Study of Cemiplimab in Lung Cancer,A Phase 3 Study of Cemiplimab for the Treatment of Lung Cancer,Interventional,Phase 3,819,2022-07-22,2023-06-21,Recruiting,Other,Single Group Assignment,Prevention,Cemiplimab,Anti-PD-1,Lung Cancer
NCT24693985,Study of Cemiplimab in Lung Cancer,A Phase 3 Study of Cemiplimab for the Treatment of Lung Cancer,Interventional,Phase 3,448,2024-09-05,2025-09-05,Completed,Industry,Single Group Assignment,Supportive Care,Cemiplimab,Anti-PD-1,Lung Cancer
NCT54177517,Study of Cemiplimab in Lung Cancer,A Phase 4 Study of Cemiplimab for the Treatment of Lung Cancer,Interventional,Phase 4,426,2024-05-20,2025-08-07,Recruiting,NIH,Crossover Assignment,Supportive Care,Cemiplimab,Anti-PD-1,Lung Cancer
NCT63485508,Study of Cemiplimab in Lung Cancer,A Phase 4 Study of Cemiplimab for the Treatment of Lung Cancer,Interventional,Phase 4,686,2024-12-04,2025-03-03,Completed,Industry,Parallel Assignment,Prevention,Cemiplimab,Anti-PD-1,Lung Cancer
NCT12530506,Study of Cemiplimab in Lymphoma,A Phase 1 Study of Cemiplimab for the Treatment of Lymphoma,Interventional,Phase 1,803,2023-04-26,2025-03-22,Completed,NIH,Crossover Assignment,Diagnostic,Cemiplimab,Anti-PD-1,Lymphoma
NCT72297871,Study of Cemiplimab in Lymphoma,A Phase 1 Study of Cemiplimab for the Treatment of Lymphoma,Interventional,Phase 1,153,2021-01-24,2022-11-16,Recruiting,Industry,Parallel Assignment,Treatment,Cemiplimab,Anti-PD-1,Lymphoma
NCT24136200,Study of Cemiplimab in Lymphoma,A Phase 1 Study of Cemiplimab for the Treatment of Lymphoma,Interventional,Phase 1,70,2020-12-12,2022-06-11,Terminated,Industry,Parallel Assignment,Diagnostic,Cemiplimab,Anti-PD-1,Lymphoma
NCT21710226,Study of Cemiplimab in Lymphoma,A Phase 2 Study of Cemiplimab for the Treatment of Lymphoma,Observational,Phase 2,495,2023-06-10,2024-12-28,Completed,Industry,Single Group Assignment,Prevention,Cemiplimab,Anti-PD-1,Lymphoma
NCT39801497,Study of Cemiplimab in Lymphoma,A Phase 2 Study of Cemiplimab for the Treatment of Lymphoma,Interventional,Phase 2,27,2021-07-12,2022-02-04,Terminated,Industry,Crossover Assignment,Treatment,Cemiplimab,Anti-PD-1,Lymphoma
NCT67291114,Study of Cemiplimab in Lymphoma,A Phase 3 Study of Cemiplimab for the Treatment of Lymphoma,Observational,Phase 3,480,2025-02-17,2026-12-28,Suspended,Other,Crossover Assignment,Prevention,Cemiplimab,Anti-PD-1,Lymphoma
NCT87668614,Study of Cemiplimab in Lymphoma,A Phase 3 Study of Cemiplimab for the Treatment of Lymphoma,Interventional,Phase 3,347,2020-06-29,2021-03-08,Completed,NIH,Crossover Assignment,Prevention,Cemiplimab,Anti-PD-1,Lymphoma
NCT25829882,Study of Cemiplimab in Lymphoma,A Phase 4 Study of Cemiplimab for the Treatment of Lymphoma,Observational,Phase 4,530,2023-06-21,2025-01-12,Recruiting,NIH,Parallel Assignment,Diagnostic,Cemiplimab,Anti-PD-1,Lymphoma
NCT33583694,Study of Atezolizumab in Lung Cancer,A Phase 1 Study of Atezolizumab for the Treatment of Lung Cancer,Observational,Phase 1,527,2022-04-25,2023-06-27,Recruiting,NIH,Crossover Assignment,Supportive Care,Atezolizumab,Anti-PD-L1,Lung Cancer
NCT46034490,Study of Atezolizumab in Lung Cancer,A Phase 1 Study of Atezolizumab for the Treatment of Lung Cancer,Interventional,Phase 1,784,2024-09-07,2025-06-14,Suspended,Industry,Crossover Assignment,Supportive Care,Atezolizumab,Anti-PD-L1,Lung Cancer
NCT66716385,Study of Atezolizumab in Lung Cancer,A Phase 1 Study of Atezolizumab for the Treatment of Lung Cancer,Observational,Phase 1,259,2023-03-21,2025-02-04,Terminated,NIH,Parallel Assignment,Prevention,Atezolizumab,Anti-PD-L1,Lung Cancer
NCT65899919,Study of Atezolizumab in Lung Cancer,A Phase 2 Study of Atezolizumab for the Treatment of Lung Cancer,Observational,Phase 2,420,2023-09-28,2024-12-30,Completed,Industry,Parallel Assignment,Diagnostic,Atezolizumab,Anti-PD-L1,Lung Cancer
NCT80575300,Study of Atezolizumab in Lung Cancer,A Phase 2 Study of Atezolizumab for the Treatment of Lung Cancer,Interventional,Phase 2,426,2020-08-30,2021-09-22,Suspended,Other,Crossover Assignment,Diagnostic,Atezolizumab,Anti-PD-L1,Lung Cancer
NCT75681869,Study of Atezolizumab in Lung Cancer,A Phase 3 Study of Atezolizumab for the Treatment of Lung Cancer,Interventional,Phase 3,552,2021-11-14,2022-09-05,Completed,Industry,Single Group Assignment,Diagnostic,Atezolizumab,Anti-PD-L1,Lung Cancer
NCT96504389,Study of Atezolizumab in Lung Cancer,A Phase 4 Study of Atezolizumab for the Treatment of Lung Cancer,Interventional,Phase 4,541,2024-06-22,2025-08-15,Recruiting,NIH,Parallel Assignment,Diagnostic,Atezolizumab,Anti-PD-L1,Lung Cancer
NCT46042865,Study of Atezolizumab in Bladder Cancer,A Phase 1 Study of Atezolizumab for the Treatment of Bladder Cancer,Interventional,Phase 1,372,2021-10-25,2022-01-11,Suspended,Industry,Single Group Assignment,Diagnostic,Atezolizumab,Anti-PD-L1,Bladder Cancer
NCT64054453,Study of Atezolizumab in Bladder Cancer,A Phase 1 Study of Atezolizumab for the Treatment of Bladder Cancer,Interventional,Phase 1,379,2021-08-13,2023-02-22,Completed,NIH,Parallel Assignment,Treatment,Atezolizumab,Anti-PD-L1,Bladder Cancer
NCT99658277,Study of Atezolizumab in Bladder Cancer,A Phase 1 Study of Atezolizumab for the Treatment of Bladder Cancer,Observational,Phase 1,502,2023-12-04,2024-05-26,Terminated,Other,Parallel Assignment,Supportive Care,Atezolizumab,Anti-PD-L1,Bladder Cancer
NCT88131226,Study of Atezolizumab in Bladder Cancer,A Phase 2 Study of Atezolizumab for the Treatment of Bladder Cancer,Interventional,Phase 2,913,2021-04-04,2022-09-18,Recruiting,Other,Crossover Assignment,Prevention,Atezolizumab,Anti-PD-L1,Bladder Cancer
NCT56751684,Study of Atezolizumab in Bladder Cancer,A Phase 2 Study of Atezolizumab for the Treatment of Bladder Cancer,Interventional,Phase 2,117,2023-06-11,2025-02-04,Recruiting,Industry,Single Group Assignment,Prevention,Atezolizumab,Anti-PD-L1,Bladder Cancer
NCT91343847,Study of Atezolizumab in Bladder Cancer,A Phase 2 Study of Atezolizumab for the Treatment of Bladder Cancer,Observational,Phase 2,85,2024-12-16,2025-07-02,Terminated,NIH,Crossover Assignment,Treatment,Atezolizumab,Anti-PD-L1,Bladder Cancer
NCT98559134,Study of Atezolizumab in Bladder Cancer,A Phase 3 Study of Atezolizumab for the Treatment of Bladder Cancer,Interventional,Phase 3,565,2023-04-02,2023-11-09,Recruiting,NIH,Parallel Assignment,Treatment,Atezolizumab,Anti-PD-L1,Bladder Cancer
NCT70109965,Study of Atezolizumab in Bladder Cancer,A Phase 4 Study of Atezolizumab for the Treatment of Bladder Cancer,Interventional,Phase 4,871,2023-12-18,2024-12-06,Terminated,Other,Parallel Assignment,Treatment,Atezolizumab,Anti-PD-L1,Bladder Cancer
NCT75862657,Study of Atezolizumab in Breast Cancer,A Phase 1 Study of Atezolizumab for the Treatment of Breast Cancer,Interventional,Phase 1,229,2023-05-01,2024-11-28,Terminated,NIH,Crossover Assignment,Supportive Care,Atezolizumab,Anti-PD-L1,Breast Cancer
NCT76824808,Study of Atezolizumab in Breast Cancer,A Phase 2 Study of Atezolizumab for the Treatment of Breast Cancer,Interventional,Phase 2,152,2022-03-23,2023-02-06,Suspended,Other,Crossover Assignment,Supportive Care,Atezolizumab,Anti-PD-L1,Breast Cancer
NCT25629315,Study of Atezolizumab in Breast Cancer,A Phase 2 Study of Atezolizumab for the Treatment of Breast Cancer,Interventional,Phase 2,21,2021-10-02,2023-05-07,Suspended,NIH,Parallel Assignment,Prevention,Atezolizumab,Anti-PD-L1,Breast Cancer
NCT32803597,Study of Atezolizumab in Breast Cancer,A Phase 2 Study of Atezolizumab for the Treatment of Breast Cancer,Observational,Phase 2,955,2020-05-13,2021-12-13,Terminated,NIH,Parallel Assignment,Diagnostic,Atezolizumab,Anti-PD-L1,Breast Cancer
NCT67098592,Study of Atezolizumab in Breast Cancer,A Phase 3 Study of Atezolizumab for the Treatment of Breast Cancer,Observational,Phase 3,849,2024-10-11,2025-10-13,Suspended,Industry,Single Group Assignment,Diagnostic,Atezolizumab,Anti-PD-L1,Breast Cancer
NCT88982673,Study of Atezolizumab in Breast Cancer,A Phase 4 Study of Atezolizumab for the Treatment of Breast Cancer,Interventional,Phase 4,934,2025-02-11,2026-11-18,Completed,Industry,Parallel Assignment,Treatment,Atezolizumab,Anti-PD-L1,Breast Cancer
NCT73325873,Study of Atezolizumab in Breast Cancer,A Phase 4 Study of Atezolizumab for the Treatment of Breast Cancer,Interventional,Phase 4,854,2020-08-29,2022-06-14,Recruiting,NIH,Parallel Assignment,Supportive Care,Atezolizumab,Anti-PD-L1,Breast Cancer
NCT69726904,Study of Durvalumab in Lung Cancer,A Phase 1 Study of Durvalumab for the Treatment of Lung Cancer,Observational,Phase 1,419,2023-09-21,2023-10-26,Recruiting,Other,Parallel Assignment,Treatment,Durvalumab,Anti-PD-L1,Lung Cancer
NCT53036638,Study of Durvalumab in Lung Cancer,A Phase 1 Study of Durvalumab for the Treatment of Lung Cancer,Observational,Phase 1,345,2024-03-02,2024-09-27,Completed,NIH,Single Group Assignment,Prevention,Durvalumab,Anti-PD-L1,Lung Cancer
NCT85353811,Study of Durvalumab in Lung Cancer,A Phase 1 Study of Durvalumab for the Treatment of Lung Cancer,Interventional,Phase 1,541,2020-10-28,2022-04-18,Completed,Other,Crossover Assignment,Supportive Care,Durvalumab,Anti-PD-L1,Lung Cancer
NCT21304959,Study of Durvalumab in Lung Cancer,A Phase 2 Study of Durvalumab for the Treatment of Lung Cancer,Observational,Phase 2,888,2022-02-01,2023-03-14,Completed,Other,Parallel Assignment,Diagnostic,Durvalumab,Anti-PD-L1,Lung Cancer
NCT77829873,Study of Durvalumab in Lung Cancer,A Phase 3 Study of Durvalumab for the Treatment of Lung Cancer,Observational,Phase 3,899,2023-12-30,2024-05-02,Suspended,Other,Crossover Assignment,Prevention,Durvalumab,Anti-PD-L1,Lung Cancer
NCT29437925,Study of Durvalumab in Lung Cancer,A Phase 3 Study of Durvalumab for the Treatment of Lung Cancer,Observational,Phase 3,616,2020-03-21,2021-12-17,Completed,NIH,Single Group Assignment,Prevention,Durvalumab,Anti-PD-L1,Lung Cancer
NCT98990326,Study of Durvalumab in Lung Cancer,A Phase 4 Study of Durvalumab for the Treatment of Lung Cancer,Observational,Phase 4,529,2022-11-04,2023-04-17,Suspended,Industry,Crossover Assignment,Diagnostic,Durvalumab,Anti-PD-L1,Lung Cancer
NCT62312552,Study of Durvalumab in Lung Cancer,A Phase 4 Study of Durvalumab for the Treatment of Lung Cancer,Interventional,Phase 4,83,2020-04-03,2021-12-23,Suspended,Other,Parallel Assignment,Treatment,Durvalumab,Anti-PD-L1,Lung Cancer
NCT10860513,Study of Durvalumab in Bladder Cancer,A Phase 1 Study of Durvalumab for the Treatment of Bladder Cancer,Observational,Phase 1,102,2023-09-25,2025-09-13,Terminated,Industry,Parallel Assignment,Supportive Care,Durvalumab,Anti-PD-L1,Bladder Cancer
NCT65333032,Study of Durvalumab in Bladder Cancer,A Phase 2 Study of Durvalumab for the Treatment of Bladder Cancer,Observational,Phase 2,871,2022-06-06,2022-12-27,Completed,Other,Parallel Assignment,Diagnostic,Durvalumab,Anti-PD-L1,Bladder Cancer
NCT70836974,Study of Durvalumab in Bladder Cancer,A Phase 3 Study of Durvalumab for the Treatment of Bladder Cancer,Interventional,Phase 3,352,2025-01-13,2026-05-17,Completed,Industry,Single Group Assignment,Prevention,Durvalumab,Anti-PD-L1,Bladder Cancer
NCT50158543,Study of Durvalumab in Bladder Cancer,A Phase 4 Study of Durvalumab for the Treatment of Bladder Cancer,Interventional,Phase 4,721,2020-12-06,2022-06-09,Terminated,Other,Single Group Assignment,Treatment,Durvalumab,Anti-PD-L1,Bladder Cancer
NCT16316498,Study of Durvalumab in Bladder Cancer,A Phase 4 Study of Durvalumab for the Treatment of Bladder Cancer,Observational,Phase 4,795,2022-07-10,2023-12-18,Recruiting,NIH,Single Group Assignment,Prevention,Durvalumab,Anti-PD-L1,Bladder Cancer
NCT99530343,Study of Durvalumab in Bladder Cancer,A Phase 4 Study of Durvalumab for the Treatment of Bladder Cancer,Interventional,Phase 4,398,2021-05-10,2023-01-27,Suspended,NIH,Single Group Assignment,Supportive Care,Durvalumab,Anti-PD-L1,Bladder Cancer
NCT58137453,Study of Durvalumab in Breast Cancer,A Phase 1 Study of Durvalumab for the Treatment of Breast Cancer,Interventional,Phase 1,584,2021-08-28,2022-12-12,Terminated,NIH,Crossover Assignment,Diagnostic,Durvalumab,Anti-PD-L1,Breast Cancer
NCT44823892,Study of Durvalumab in Breast Cancer,A Phase 2 Study of Durvalumab for the Treatment of Breast Cancer,Interventional,Phase 2,248,2023-11-25,2025-03-07,Recruiting,Industry,Crossover Assignment,Treatment,Durvalumab,Anti-PD-L1,Breast Cancer
NCT51078860,Study of Durvalumab in Breast Cancer,A Phase 3 Study of Durvalumab for the Treatment of Breast Cancer,Observational,Phase 3,701,2022-08-09,2024-05-17,Terminated,NIH,Parallel Assignment,Supportive Care,Durvalumab,Anti-PD-L1,Breast Cancer
NCT55975214,Study of Durvalumab in Breast Cancer,A Phase 3 Study of Durvalumab for the Treatment of Breast Cancer,Interventional,Phase 3,563,2022-02-03,2023-12-08,Completed,Other,Parallel Assignment,Diagnostic,Durvalumab,Anti-PD-L1,Breast Cancer
NCT34466698,Study of Durvalumab in Breast Cancer,A Phase 4 Study of Durvalumab for the Treatment of Breast Cancer,Interventional,Phase 4,944,2025-04-20,2027-04-09,Recruiting,NIH,Crossover Assignment,Prevention,Durvalumab,Anti-PD-L1,Breast Cancer
NCT27298431,Study of Avelumab in Lung Cancer,A Phase 1 Study of Avelumab for the Treatment of Lung Cancer,Interventional,Phase 1,964,2020-02-28,2021-07-24,Recruiting,Other,Crossover Assignment,Prevention,Avelumab,Anti-PD-L1,Lung Cancer
NCT65573035,Study of Avelumab in Lung Cancer,A Phase 1 Study of Avelumab for the Treatment of Lung Cancer,Interventional,Phase 1,291,2025-04-04,2027-01-28,Suspended,Other,Single Group Assignment,Supportive Care,Avelumab,Anti-PD-L1,Lung Cancer
NCT80442267,Study of Avelumab in Lung Cancer,A Phase 1 Study of Avelumab for the Treatment of Lung Cancer,Interventional,Phase 1,323,2023-08-08,2024-06-20,Completed,Industry,Parallel Assignment,Treatment,Avelumab,Anti-PD-L1,Lung Cancer
NCT63997255,Study of Avelumab in Lung Cancer,A Phase 2 Study of Avelumab for the Treatment of Lung Cancer,Observational,Phase 2,835,2023-03-13,2024-10-03,Terminated,NIH,Parallel Assignment,Treatment,Avelumab,Anti-PD-L1,Lung Cancer
NCT48832433,Study of Avelumab in Lung Cancer,A Phase 3 Study of Avelumab for the Treatment of Lung Cancer,Interventional,Phase 3,654,2020-02-28,2020-11-11,Terminated,Other,Crossover Assignment,Treatment,Avelumab,Anti-PD-L1,Lung Cancer
NCT58719623,Study of Avelumab in Lung Cancer,A Phase 3 Study of Avelumab for the Treatment of Lung Cancer,Observational,Phase 3,102,2022-03-12,2022-04-27,Terminated,Industry,Parallel Assignment,Supportive Care,Avelumab,Anti-PD-L1,Lung Cancer
NCT14177472,Study of Avelumab in Lung Cancer,A Phase 4 Study of Avelumab for the Treatment of Lung Cancer,Observational,Phase 4,853,2023-11-17,2024-06-18,Completed,NIH,Parallel Assignment,Diagnostic,Avelumab,Anti-PD-L1,Lung Cancer
NCT42918888,Study of Avelumab in Lung Cancer,A Phase 4 Study of Avelumab for the Treatment of Lung Cancer,Observational,Phase 4,145,2024-08-19,2024-11-15,Suspended,Other,Parallel Assignment,Diagnostic,Avelumab,Anti-PD-L1,Lung Cancer
NCT29118784,Study of Avelumab in Bladder Cancer,A Phase 1 Study of Avelumab for the Treatment of Bladder Cancer,Interventional,Phase 1,640,2023-12-17,2025-06-10,Recruiting,NIH,Parallel Assignment,Treatment,Avelumab,Anti-PD-L1,Bladder Cancer
NCT12332652,Study of Avelumab in Bladder Cancer,A Phase 1 Study of Avelumab for the Treatment of Bladder Cancer,Interventional,Phase 1,283,2022-02-11,2023-06-30,Suspended,Other,Single Group Assignment,Treatment,Avelumab,Anti-PD-L1,Bladder Cancer
NCT72626465,Study of Avelumab in Bladder Cancer,A Phase 1 Study of Avelumab for the Treatment of Bladder Cancer,Observational,Phase 1,995,2021-06-02,2022-02-24,Terminated,Industry,Single Group Assignment,Treatment,Avelumab,Anti-PD-L1,Bladder Cancer
NCT88737941,Study of Avelumab in Bladder Cancer,A Phase 2 Study of Avelumab for the Treatment of Bladder Cancer,Interventional,Phase 2,530,2020-03-07,2022-02-02,Suspended,Other,Crossover Assignment,Diagnostic,Avelumab,Anti-PD-L1,Bladder Cancer
NCT25662679,Study of Avelumab in Bladder Cancer,A Phase 2 Study of Avelumab for the Treatment of Bladder Cancer,Interventional,Phase 2,437,2025-04-21,2026-03-17,Recruiting,Other,Crossover Assignment,Supportive Care,Avelumab,Anti-PD-L1,Bladder Cancer
NCT60509361,Study of Avelumab in Bladder Cancer,A Phase 2 Study of Avelumab for the Treatment of Bladder Cancer,Observational,Phase 2,795,2022-02-15,2023-06-14,Recruiting,Other,Parallel Assignment,Treatment,Avelumab,Anti-PD-L1,Bladder Cancer
NCT49720492,Study of Avelumab in Bladder Cancer,A Phase 3 Study of Avelumab for the Treatment of Bladder Cancer,Observational,Phase 3,222,2024-10-07,2026-03-08,Recruiting,NIH,Parallel Assignment,Diagnostic,Avelumab,Anti-PD-L1,Bladder Cancer
NCT40175824,Study of Avelumab in Bladder Cancer,A Phase 3 Study of Avelumab for the Treatment of Bladder Cancer,Interventional,Phase 3,989,2022-07-04,2022-12-01,Completed,Other,Crossover Assignment,Supportive Care,Avelumab,Anti-PD-L1,Bladder Cancer
NCT59769233,Study of Avelumab in Bladder Cancer,A Phase 4 Study of Avelumab for the Treatment of Bladder Cancer,Interventional,Phase 4,896,2023-10-27,2024-09-14,Recruiting,Industry,Parallel Assignment,Prevention,Avelumab,Anti-PD-L1,Bladder Cancer
NCT57904088,Study of Avelumab in Breast Cancer,A Phase 1 Study of Avelumab for the Treatment of Breast Cancer,Interventional,Phase 1,797,2025-03-12,2026-03-02,Recruiting,Other,Crossover Assignment,Treatment,Avelumab,Anti-PD-L1,Breast Cancer
NCT46535339,Study of Avelumab in Breast Cancer,A Phase 2 Study of Avelumab for the Treatment of Breast Cancer,Observational,Phase 2,183,2021-01-30,2021-04-16,Completed,NIH,Parallel Assignment,Treatment,Avelumab,Anti-PD-L1,Breast Cancer
NCT89225649,Study of Avelumab in Breast Cancer,A Phase 2 Study of Avelumab for the Treatment of Breast Cancer,Interventional,Phase 2,879,2021-09-13,2023-07-06,Suspended,Industry,Parallel Assignment,Supportive Care,Avelumab,Anti-PD-L1,Breast Cancer
NCT59440678,Study of Avelumab in Breast Cancer,A Phase 2 Study of Avelumab for the Treatment of Breast Cancer,Interventional,Phase 2,61,2020-11-03,2021-09-13,Terminated,Other,Single Group Assignment,Treatment,Avelumab,Anti-PD-L1,Breast Cancer
NCT37505588,Study of Avelumab in Breast Cancer,A Phase 3 Study of Avelumab for the Treatment of Breast Cancer,Observational,Phase 3,497,2023-05-24,2025-04-12,Completed,Other,Crossover Assignment,Prevention,Avelumab,Anti-PD-L1,Breast Cancer
NCT24133250,Study of Avelumab in Breast Cancer,A Phase 4 Study of Avelumab for the Treatment of Breast Cancer,Interventional,Phase 4,402,2021-02-26,2022-04-24,Completed,NIH,Parallel Assignment,Supportive Care,Avelumab,Anti-PD-L1,Breast Cancer
NCT33373656,Study of Ipilimumab in Melanoma,A Phase 1 Study of Ipilimumab for the Treatment of Melanoma,Observational,Phase 1,584,2024-02-20,2024-06-26,Completed,NIH,Parallel Assignment,Supportive Care,Ipilimumab,Anti-CTLA-4,Melanoma
NCT97104381,Study of Ipilimumab in Melanoma,A Phase 1 Study of Ipilimumab for the Treatment of Melanoma,Observational,Phase 1,514,2021-04-03,2021-05-12,Suspended,NIH,Crossover Assignment,Treatment,Ipilimumab,Anti-CTLA-4,Melanoma
NCT11931862,Study of Ipilimumab in Melanoma,A Phase 2 Study of Ipilimumab for the Treatment of Melanoma,Observational,Phase 2,873,2022-01-20,2023-07-10,Suspended,Industry,Crossover Assignment,Supportive Care,Ipilimumab,Anti-CTLA-4,Melanoma
NCT87230481,Study of Ipilimumab in Melanoma,A Phase 2 Study of Ipilimumab for the Treatment of Melanoma,Interventional,Phase 2,365,2024-01-15,2025-11-14,Recruiting,Other,Single Group Assignment,Diagnostic,Ipilimumab,Anti-CTLA-4,Melanoma
NCT16335321,Study of Ipilimumab in Melanoma,A Phase 3 Study of Ipilimumab for the Treatment of Melanoma,Observational,Phase 3,965,2021-07-31,2022-03-25,Recruiting,NIH,Parallel Assignment,Treatment,Ipilimumab,Anti-CTLA-4,Melanoma
NCT28519311,Study of Ipilimumab in Melanoma,A Phase 3 Study of Ipilimumab for the Treatment of Melanoma,Observational,Phase 3,479,2020-06-26,2021-12-02,Completed,Other,Single Group Assignment,Supportive Care,Ipilimumab,Anti-CTLA-4,Melanoma
NCT27084854,Study of Ipilimumab in Melanoma,A Phase 4 Study of Ipilimumab for the Treatment of Melanoma,Interventional,Phase 4,789,2021-03-09,2021-06-27,Recruiting,Industry,Crossover Assignment,Diagnostic,Ipilimumab,Anti-CTLA-4,Melanoma
